Tipo,Materiale,Colore,Manica,Stagione
Dress,Polyester,Pink,Sleeveless,Summer
Bottom,Polyester,Light Grey,,All
Bottom,Polyester,Blue,,Summer
Dress,Polyester,Mustard Yellow,Cap Sleeve,Summer
Top,Lace,White,,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Bottom,PU Leather,Coffee Brown,,All
Top,Nylon,Red,,Summer
Dress,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,,Multicolor,Sleeveless,Summer
Dress,Sequins,Grey,Short Sleeve,All
Top,Cotton,White,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,All
Bottom,Polyester,Apricot,,Summer
Top,Polyester,Dark Green,Cap Sleeve,Summer
Dress,Cotton,Brown,Sleeveless,Summer
Top,Polyester,White,,Summer
Bottom,Corduroy,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Suede,Camel,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,,Summer
Bottom,Tweed,Black,,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Rayon,Blue,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Burgundy,Sleeveless,Summer
Top,Cotton,Multicolor,Half Sleeve,Summer
Dress,Cotton,Grey,Sleeveless,Summer
Bottom,Polyester,Grey,,Summer
Top,Cotton,Black,Short Sleeve,Summer
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Top,Polyester,Light Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Sleeveless,Summer
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Cotton,Coral Pink,,Summer
Top,Polyester,White,Short Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Grey,,
Top,Rayon,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Sleeveless,Summer
Dress,Polyester,Dark Green,Sleeveless,Summer
Bottom,Cotton,Coral Orange,,Summer
Bottom,Viscose,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Burgundy,Sleeveless,Summer
Top,Cotton Blends,Green,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Top,Cotton,Black,,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Rust Brown,,Summer
Top,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,"['Pastel', ' Baby Blue']",Long Sleeve,Spring
Dress,Polyester,Rust Brown,Sleeveless,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Corduroy,Army Green,,"['Fall', 'Winter']"
Bottom,Cotton,Black,,Summer
Bottom,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Sleeveless,"['Spring', 'Summer']"
Top,Cotton,Blue,Short Sleeve,Summer
Bottom,Corduroy,Dark Green,,"['Fall', 'Winter']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,Summer
Bottom,Cotton,Camel,,All
Top,Polyester,Black,,Summer
Top,Mesh,Black,Short Sleeve,Summer
Top,Polyester,Lilac Purple,Long Sleeve,Spring
Dress,Polyester,Coral Pink,Sleeveless,Summer
Dress,Satin,"['Pink', ' Pastel']",Sleeveless,Summer
Dress,Chiffon,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Short Sleeve,"['Spring', 'Summer']"
Top,Satin,Purple,,All
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Bottom,Polyester,Black,,"['Fall', 'Winter']"
Dress,Polyester,Blue,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Grey,,Summer
Bottom,Polyester,Khaki,,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Lace,Mauve Purple,,Summer
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Purple,,Summer
Dress,Polyester,Dark Green,Sleeveless,Summer
Top,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Coffee Brown,,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Multicolor,,Summer
Dress,Polyester,Multicolor,Short Sleeve,"['Spring', 'Summer']"
Top,Cotton,Dusty Blue,Short Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,Spring
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black and White,,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Red and White,Sleeveless,Summer
Bottom,Polyester,Black,,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Cotton Blends,White,,Summer
Top,Polyester,Baby Pink,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Lilac Purple,,"['Spring', 'Summer', 'Fall']"
Bottom,Wool-Mix Fabric,Red,,"['Fall', 'Winter']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,White,,Summer
Dress,,Multicolor,Sleeveless,Summer
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Dress,Sequins,Baby Pink,Sleeveless,All
Top,Polyester,Brown,Short Sleeve,Summer
Bottom,,Grey,,All
Dress,Cotton,Dark Green,Sleeveless,Summer
Top,Cotton,Black,,Summer
Bottom,Cotton,Blue,,Summer
Dress,Polyester,Multicolor,Sleeveless,All
Dress,Cotton,Black and White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,,Summer
Bottom,Polyester,Mocha Brown,,Summer
Top,Cotton,Baby Blue,Short Sleeve,Summer
Top,Cotton,Baby Pink,,Summer
Bottom,Polyester,Camel,,All
Top,Cotton,Beige,,Summer
Dress,Cotton,Baby Blue,Short Sleeve,Summer
Top,Polyester,Burgundy,,Summer
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Apricot,Sleeveless,Summer
Dress,Velvet,Chocolate Brown,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Short Sleeve,Summer
Top,Polyester,White,Short Sleeve,Summer
Top,Cotton,Light Grey,Short Sleeve,Summer
Dress,Polyester,Chocolate Brown,Long Sleeve,"['Spring', 'Summer']"
Dress,Lace,White,Sleeveless,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Lilac Purple,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Top,Cotton,Grey,Short Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,White,Sleeveless,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Maroon,Long Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Maroon,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Burgundy,Sleeveless,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Mocha Brown,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,"['Yellow', ' Bright']",,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Fall']"
Top,Velvet,Black,,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Cotton,White,Cap Sleeve,Summer
Bottom,PU Leather,Multicolor,,"['Fall', 'Winter']"
Top,Cotton,Black,Short Sleeve,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Sleeveless,Summer
Top,Satin,Maroon,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Satin,Multicolor,,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Chiffon,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Satin,Khaki,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,White,,Summer
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,Spring
Dress,Rayon,White,Short Sleeve,"['Spring', 'Summer']"
Top,Cotton Blends,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Brown,,Summer
Dress,Sequins,White,Long Sleeve,All
Top,Polyester,White,,Summer
Dress,Rayon,Black,Sleeveless,Summer
Top,Polyester,White,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Chocolate Brown,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Burgundy,Short Sleeve,Summer
Dress,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Satin,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Mint Blue,Short Sleeve,Summer
Top,Polyester,Beige,Long Sleeve,"['Spring', 'Summer']"
Dress,Tweed,Black and White,Short Sleeve,"['Fall', 'Winter']"
Dress,Polyester,"['Red', ' Bright']",Sleeveless,All
Dress,Rayon,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Dark Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Black,,All
Dress,Polyester,White,Sleeveless,"['Spring', 'Summer']"
Top,Polyester,"['Pastel', ' Baby Blue']",,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Top,Chiffon,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Baby Blue,Long Sleeve,Spring
Top,Polyester,Burgundy,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,All
Top,Polyester,Mustard Yellow,Short Sleeve,Summer
Bottom,Polyester,Purple,,All
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Khaki,Short Sleeve,Summer
Bottom,Polyester,Lilac Purple,,Summer
Bottom,Cotton,Coffee Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Tweed,Black and White,Long Sleeve,"['Fall', 'Winter']"
Bottom,Polyester,White,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,All
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Rayon,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Dress,Velvet,Burgundy,Long Sleeve,"['Fall', 'Winter']"
Dress,Cotton,Dusty Blue,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dusty Blue,Short Sleeve,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Top,Chiffon,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Mocha Brown,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Baby Blue,Sleeveless,Summer
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,All
Dress,Polyester,Black,Sleeveless,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Black and White,Sleeveless,"['Spring', 'Fall']"
Dress,Polyester,Green,Short Sleeve,"['Spring', 'Summer']"
Top,Cotton Blends,Black,Half Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Yellow,Short Sleeve,"['Spring', 'Summer']"
Bottom,Shearling,White,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,Summer
Bottom,Polyester,Apricot,,All
Top,Cotton,White,Cap Sleeve,Summer
Dress,Chiffon,Multicolor,Sleeveless,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Bottom,Polyester,Black,,Summer
Top,Rayon,White,,Summer
Top,Polyester,White,,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,"['Spring', 'Summer']"
Top,Polyester,Dark Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,"Pastel, Baby Blue",Sleeveless,"['Spring', 'Summer']"
Dress,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Coffee Brown,Short Sleeve,Summer
Top,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Mesh,"Pastel, Baby Blue",,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Blue,Cap Sleeve,Summer
Dress,Polyester,"['Red', ' Bright']",Sleeveless,Summer
Dress,Polyester,Navy Blue,Sleeveless,Summer
Bottom,Polyester,White,,All
Top,Polyester,Black,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,"['Pastel', ' Baby Blue']",,Summer
Dress,Polyester,Green,Short Sleeve,Summer
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,"Pastel, Baby Pink",Cap Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Bottom,Cotton,Coral Pink,,All
Top,Polyester,Black,Short Sleeve,Summer
Top,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,"Pastel, Baby Blue",Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Short Sleeve,Summer
Bottom,Cotton,Black,,Summer
Top,Cotton,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Nylon,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Top,Mesh,Black,Short Sleeve,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Coral Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Lace,White,,Summer
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Mesh,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Rayon,Baby Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Dark Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Violet Purple,Short Sleeve,Summer
Dress,Satin,Champagne,Sleeveless,All
Dress,Satin,Apricot,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,,Summer
Dress,Polyester,Violet Purple,Sleeveless,Summer
Dress,Rayon,Light Grey,Short Sleeve,Summer
Dress,Mesh,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Khaki,Half Sleeve,Summer
Top,Rayon,Black,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Brown,Long Sleeve,"['Fall', 'Winter']"
Top,Rayon,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Short Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Lilac Purple,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Lilac Purple,Short Sleeve,Summer
Top,Cotton,Lilac Purple,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Blue and White,,Summer
Dress,Rayon,Apricot,Long Sleeve,Spring
Bottom,Polyester,Multicolor,,All
Dress,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Velvet,Black,Sleeveless,All
Dress,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Brown,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,"['Red', ' Bright']",Sleeveless,Summer
Dress,Polyester,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Suede,Camel,,"['Fall', 'Winter']"
Dress,Polyester,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Top,PU Leather,Black,,All
Dress,Cotton,White,Half Sleeve,Summer
Bottom,Mesh,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Top,Polyester,Red,,Summer
Dress,Cotton,Multicolor,Short Sleeve,Summer
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Mint Green,Short Sleeve,Summer
Bottom,Polyester,Maroon,,Summer
Dress,Polyester,Black,Half Sleeve,"['Spring', 'Fall']"
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Mesh,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Multicolor,,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Tweed,Black and White,Short Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Rayon,Multicolor,Sleeveless,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Blue,,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Teal Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Navy Blue,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,All
Bottom,Polyester,Black,,All
Dress,Viscose,Black,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Velvet,Black,Sleeveless,All
Dress,Polyester,Black and White,Sleeveless,"['Spring', 'Fall']"
Top,Velvet,Black,,"['Fall', 'Winter']"
Dress,Polyester,Black,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Top,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Velvet,Maroon,,All
Top,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Red,Short Sleeve,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Top,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,All
Dress,Mesh,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Royal Blue,Cap Sleeve,Summer
Top,Mesh,Black,,All
Top,Polyester,Black,Cap Sleeve,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,Chiffon,Multicolor,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Green,,"['Fall', 'Winter']"
Bottom,,Black,,Summer
Top,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Satin,Dusty Blue,,Summer
Bottom,Polyester,Burgundy,,Summer
Bottom,Polyester,Grey,,Summer
Top,Polyester,Multicolor,,Summer
Top,Polyester,Black,Half Sleeve,Summer
Dress,Mesh,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Khaki,Cap Sleeve,Summer
Bottom,Polyester,Redwood,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Chocolate Brown,,Summer
Top,Polyester,Purple,Cap Sleeve,Summer
Top,Cotton,Yellow,Short Sleeve,Summer
Dress,Polyester,Multicolor,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Cadet Blue,,Summer
Top,Polyester,Black,,Summer
Top,Polyester,Mint Green,Short Sleeve,Summer
Top,Polyester,Apricot,Long Sleeve,Spring
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Dusty Purple,Sleeveless,Summer
Dress,Tweed,Brown,Long Sleeve,"['Fall', 'Winter']"
Bottom,Polyester,Dark Grey,,All
Bottom,Cotton,Army Green,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Multicolor,,All
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Cadet Blue,,"['Fall', 'Winter']"
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,All
Top,Cotton,Dark Grey,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Mocha Brown,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dark Grey,,Summer
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Top,Polyester,Maroon,Short Sleeve,Summer
Dress,Polyester,Red,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Fall']"
Top,Polyester,Black,Half Sleeve,Summer
Top,Polyester,Multicolor,,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Coffee Brown,,All
Dress,Polyester,"['Pastel', ' Dusty Pink']",Short Sleeve,Summer
Top,Rayon,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black and White,,Summer
Top,Cotton,White,Cap Sleeve,Summer
Top,Cotton,Hot Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Dark Grey,,All
Top,Cotton,White,Cap Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Pink,Sleeveless,Summer
Dress,Polyester,Blue and White,Short Sleeve,Summer
Bottom,Polyester,Black and White,,All
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Red,Sleeveless,Summer
Top,Cotton,Black,,Summer
Dress,Polyester,Light Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Sleeveless,Summer
Dress,Polyester,Light Grey,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Pink,Short Sleeve,Summer
Dress,Cotton,Red,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Dark Grey,Half Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Maroon,Short Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Army Green,,"['Spring', 'Fall']"
