Materiale,Colore,Manica,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,colorato,lunga,estate,2022-11-12,pioggia,6.65,autunno,novembre,23
poliestere,scuro,lunga,primavera_estate,2022-05-14,soleggiato,20.8,primavera,maggio,17
poliestere,colorato,corta,estate,2022-07-31,pioggia,21.75,estate,luglio,23
poliestere,scuro,corta,estate,2022-07-17,pioggia,27.15,estate,luglio,24
cotone,colorato,lunga,autunno,2022-02-26,neve,4.0,inverno,febbraio,27
poliestere,colorato,corta,estate,2022-11-06,soleggiato,1.1,autunno,novembre,13
cotone,chiaro,lunga,estate,2022-11-03,pioggia,13.15,autunno,novembre,23
cotone,scuro,corta,estate,2022-11-21,pioggia,9.15,autunno,novembre,13
poliestere,scuro,lunga,estate,2022-04-01,pioggia,8.4,primavera,aprile,27
cotone,scuro,lunga,primavera_estate,2022-12-12,pioggia,-4.7,inverno,dicembre,24
poliestere,chiaro,lunga,primavera_estate,2022-09-23,nuvoloso,5.95,autunno,settembre,24
poliestere,scuro,lunga,autunno,2022-11-21,pioggia,3.5,autunno,novembre,29
poliestere,scuro,corta,estate,2022-05-18,soleggiato,24.85,primavera,maggio,16
poliestere,colorato,corta,estate,2022-04-22,pioggia,11.0,primavera,aprile,18
poliestere,scuro,lunga,estate,2022-01-17,nuvoloso,4.85,inverno,gennaio,23
poliestere,chiaro,corta,estate,2022-12-10,neve,-0.7999999999999999,inverno,dicembre,13
cotone,colorato,lunga,estate,2022-06-13,nuvoloso,28.3,estate,giugno,23
velluto,colorato,lunga,autunno_inverno,2022-09-21,soleggiato,16.4,autunno,settembre,23
poliestere,chiaro,lunga,autunno,2022-06-18,soleggiato,25.1,estate,giugno,19
cotone,colorato,lunga,estate,2022-11-30,pioggia,7.949999999999999,autunno,novembre,23
poliestere,colorato,lunga,estate,2022-04-17,soleggiato,10.7,primavera,aprile,26
cotone,scuro,corta,estate,2022-10-16,nuvoloso,10.2,autunno,ottobre,15
cotone,scuro,lunga,estate,2022-06-01,pioggia,20.2,estate,giugno,26
poliestere,chiaro,lunga,estate,2022-09-20,soleggiato,20.950000000000003,autunno,settembre,22
poliestere,colorato,lunga,autunno,2022-02-07,pioggia,6.5,inverno,febbraio,27
poliestere,scuro,lunga,autunno,2022-07-13,pioggia,18.950000000000003,estate,luglio,23
poliestere,colorato,corta,estate,2022-08-08,pioggia,32.6,estate,agosto,25
poliestere,scuro,lunga,primavera_estate,2022-09-19,soleggiato,26.35,autunno,settembre,8
velluto,chiaro,lunga,all,2022-08-17,soleggiato,32.4,estate,agosto,16
raso,colorato,lunga,autunno,2022-07-13,pioggia,28.4,estate,luglio,16
poliestere,colorato,lunga,estate,2022-10-16,soleggiato,19.3,autunno,ottobre,21
cotone,scuro,lunga,primavera_estate,2022-05-16,soleggiato,22.05,primavera,maggio,20
cotone,chiaro,lunga,estate,2022-10-23,soleggiato,20.9,autunno,ottobre,25
cotone,chiaro,corta,estate,2022-10-25,soleggiato,15.7,autunno,ottobre,17
poliestere,chiaro,lunga,estate,2022-03-09,soleggiato,0.7999999999999998,primavera,marzo,27
poliestere,scuro,lunga,primavera_estate,2022-07-22,soleggiato,26.1,estate,luglio,12
poliestere,chiaro,lunga,primavera_estate,2022-01-08,nuvoloso,-1.0499999999999998,inverno,gennaio,24
poliestere,scuro,lunga,autunno,2022-10-16,soleggiato,13.2,autunno,ottobre,28
velluto,colorato,lunga,autunno_inverno,2022-02-15,neve,1.75,inverno,febbraio,29
poliestere,colorato,lunga,autunno,2022-10-07,soleggiato,20.55,autunno,ottobre,23
poliestere,chiaro,lunga,primavera_estate,2022-07-11,soleggiato,29.85,estate,luglio,22
cotone,chiaro,lunga,estate,2022-07-24,soleggiato,34.9,estate,luglio,25
cotone,scuro,lunga,autunno,2022-12-02,neve,-2.7,inverno,dicembre,27
poliestere,scuro,corta,estate,2022-10-16,soleggiato,19.0,autunno,ottobre,15
poliestere,scuro,lunga,autunno,2022-01-02,pioggia,9.4,inverno,gennaio,27
poliestere,colorato,lunga,primavera_estate,2022-09-14,soleggiato,24.9,autunno,settembre,18
raso,scuro,lunga,estate,2022-07-23,nuvoloso,31.3,estate,luglio,19
poliestere,colorato,corta,estate,2022-08-14,soleggiato,24.15,estate,agosto,23
poliestere,chiaro,lunga,autunno,2022-04-07,pioggia,10.55,primavera,aprile,24
cotone,chiaro,lunga,estate,2022-09-27,pioggia,6.45,autunno,settembre,23
velluto,scuro,lunga,autunno_inverno,2022-07-10,soleggiato,25.35,estate,luglio,6
poliestere,colorato,lunga,primavera,2022-05-15,pioggia,24.4,primavera,maggio,23
cotone,scuro,corta,estate,2022-02-09,soleggiato,8.05,inverno,febbraio,13
cotone,chiaro,corta,estate,2022-07-19,soleggiato,30.1,estate,luglio,35
poliestere,colorato,lunga,primavera,2022-08-01,soleggiato,20.65,estate,agosto,21
poliestere,colorato,lunga,autunno,2022-07-13,nuvoloso,27.15,estate,luglio,14
cotone,scuro,corta,primavera_estate,2022-06-21,nuvoloso,29.35,estate,giugno,28
poliestere,scuro,lunga,primavera_estate,2022-02-05,pioggia,10.5,inverno,febbraio,23
poliestere,colorato,lunga,estate,2022-01-09,pioggia,5.6,inverno,gennaio,23
poliestere,chiaro,lunga,primavera_estate,2022-09-26,pioggia,26.85,autunno,settembre,13
poliestere,scuro,lunga,estate,2022-07-31,soleggiato,23.6,estate,luglio,18
poliestere,chiaro,lunga,autunno,2022-05-10,pioggia,18.4,primavera,maggio,23
poliestere,chiaro,corta,estate,2022-08-06,soleggiato,34.25,estate,agosto,30
cotone,chiaro,corta,estate,2022-02-19,pioggia,11.35,inverno,febbraio,15
poliestere,colorato,lunga,primavera_estate,2022-10-12,pioggia,20.35,autunno,ottobre,18
cotone,scuro,lunga,estate,2022-08-13,pioggia,27.05,estate,agosto,23
poliestere,scuro,lunga,autunno,2022-05-17,pioggia,20.25,primavera,maggio,19
poliestere,scuro,lunga,autunno,2022-09-23,nuvoloso,11.55,autunno,settembre,28
poliestere,scuro,lunga,autunno,2022-10-31,soleggiato,17.65,autunno,ottobre,27
cotone,chiaro,corta,estate,2022-12-17,pioggia,14.25,inverno,dicembre,15
poliestere,colorato,corta,estate,2022-03-27,pioggia,6.050000000000001,primavera,marzo,17
poliestere,colorato,lunga,estate,2022-09-13,soleggiato,24.7,autunno,settembre,17
poliestere,scuro,lunga,autunno,2022-03-27,nuvoloso,15.05,primavera,marzo,23
poliestere,colorato,corta,estate,2022-03-28,pioggia,10.85,primavera,marzo,18
poliestere,scuro,lunga,estate,2022-06-07,soleggiato,27.0,estate,giugno,13
poliestere,chiaro,corta,estate,2022-12-14,pioggia,18.65,inverno,dicembre,15
cotone,scuro,lunga,estate,2022-12-05,pioggia,7.7,inverno,dicembre,23
poliestere,chiaro,lunga,autunno,2022-03-03,pioggia,-4.75,primavera,marzo,25
poliestere,chiaro,lunga,autunno,2022-09-27,pioggia,16.6,autunno,settembre,27
poliestere,colorato,lunga,estate,2022-02-02,soleggiato,0.8500000000000001,inverno,febbraio,23
cotone,colorato,lunga,estate,2022-10-15,nuvoloso,18.950000000000003,autunno,ottobre,23
poliestere,colorato,corta,estate,2022-06-24,pioggia,28.35,estate,giugno,24
poliestere,scuro,corta,estate,2022-05-22,pioggia,14.75,primavera,maggio,18
poliestere,colorato,lunga,estate,2022-01-11,soleggiato,0.75,inverno,gennaio,23
poliestere,chiaro,corta,primavera_estate,2022-07-22,soleggiato,33.55,estate,luglio,29
poliestere,scuro,lunga,estate,2022-02-06,nuvoloso,11.05,inverno,febbraio,22
cotone,colorato,corta,estate,2022-03-28,pioggia,5.95,primavera,marzo,17
poliestere,chiaro,lunga,autunno,2022-03-08,nuvoloso,1.05,primavera,marzo,25
poliestere,scuro,lunga,estate,2022-08-14,pioggia,24.7,estate,agosto,23
poliestere,scuro,lunga,primavera_estate,2022-02-14,pioggia,7.15,inverno,febbraio,24
poliestere,chiaro,corta,estate,2022-01-25,soleggiato,2.0,inverno,gennaio,13
cotone,scuro,corta,estate,2022-12-24,nuvoloso,6.199999999999999,inverno,dicembre,13
poliestere,chiaro,lunga,estate,2022-03-31,pioggia,10.15,primavera,marzo,26
cotone,chiaro,lunga,primavera,2022-08-21,pioggia,22.55,estate,agosto,24
cotone,chiaro,corta,estate,2022-01-04,neve,6.25,inverno,gennaio,13
poliestere,scuro,corta,estate,2022-02-24,soleggiato,3.1499999999999995,inverno,febbraio,13
poliestere,scuro,corta,estate,2022-01-04,pioggia,4.45,inverno,gennaio,13
poliestere,chiaro,corta,estate,2022-10-05,pioggia,15.1,autunno,ottobre,15
poliestere,colorato,lunga,estate,2022-09-13,soleggiato,25.25,autunno,settembre,12
poliestere,colorato,corta,estate,2022-11-13,pioggia,12.55,autunno,novembre,14
poliestere,colorato,lunga,primavera_estate,2022-01-13,soleggiato,-9.6,inverno,gennaio,24
poliestere,scuro,lunga,autunno,2022-03-11,soleggiato,2.95,primavera,marzo,25
poliestere,colorato,lunga,primavera_estate,2022-01-23,soleggiato,4.550000000000001,inverno,gennaio,24
poliestere,scuro,lunga,estate,2022-06-30,soleggiato,29.7,estate,giugno,13
poliestere,scuro,lunga,primavera_estate,2022-12-24,soleggiato,0.6499999999999999,inverno,dicembre,24
poliestere,scuro,lunga,estate,2022-02-20,nuvoloso,11.55,inverno,febbraio,22
poliestere,chiaro,lunga,autunno,2022-09-11,soleggiato,18.15,autunno,settembre,27
poliestere,colorato,corta,estate,2022-10-06,soleggiato,18.0,autunno,ottobre,15
cotone,colorato,lunga,estate,2022-03-14,nuvoloso,7.25,primavera,marzo,27
cotone,colorato,corta,estate,2022-05-11,soleggiato,21.3,primavera,maggio,24
poliestere,scuro,lunga,primavera_estate,2022-01-21,pioggia,-0.25,inverno,gennaio,24
poliestere,scuro,corta,estate,2022-07-27,pioggia,28.9,estate,luglio,24
poliestere,colorato,lunga,autunno,2022-12-11,neve,-8.95,inverno,dicembre,27
poliestere,scuro,corta,estate,2022-10-27,soleggiato,21.25,autunno,ottobre,12
poliestere,chiaro,lunga,primavera_estate,2022-02-26,neve,0.8499999999999999,inverno,febbraio,24
poliestere,chiaro,lunga,autunno,2022-08-17,pioggia,17.4,estate,agosto,23
poliestere,scuro,corta,estate,2022-03-23,soleggiato,9.0,primavera,marzo,17
poliestere,scuro,lunga,primavera_estate,2022-09-27,pioggia,19.85,autunno,settembre,22
raso,chiaro,lunga,primavera_estate,2022-05-10,soleggiato,19.65,primavera,maggio,22
poliestere,colorato,lunga,estate,2022-02-23,soleggiato,6.75,inverno,febbraio,23
cotone,scuro,lunga,autunno,2022-05-10,pioggia,10.1,primavera,maggio,25
poliestere,chiaro,corta,estate,2022-06-21,soleggiato,22.35,estate,giugno,28
poliestere,colorato,corta,estate,2022-05-19,soleggiato,17.4,primavera,maggio,19
poliestere,colorato,corta,estate,2022-05-13,pioggia,20.1,primavera,maggio,21
poliestere,scuro,lunga,autunno,2022-12-01,soleggiato,12.9,inverno,dicembre,26
poliestere,colorato,lunga,estate,2022-02-10,soleggiato,-2.5,inverno,febbraio,23
poliestere,scuro,lunga,primavera_estate,2022-01-04,pioggia,2.95,inverno,gennaio,24
poliestere,scuro,lunga,estate,2022-01-11,neve,-1.1,inverno,gennaio,23
poliestere,scuro,corta,estate,2022-09-23,soleggiato,15.45,autunno,settembre,15
cotone,colorato,lunga,primavera_estate,2022-06-03,soleggiato,27.35,estate,giugno,22
raso,chiaro,corta,estate,2022-09-11,soleggiato,21.6,autunno,settembre,21
poliestere,colorato,lunga,estate,2022-07-16,pioggia,29.8,estate,luglio,18
poliestere,scuro,lunga,autunno,2022-07-09,pioggia,15.9,estate,luglio,23
cotone,chiaro,corta,estate,2022-06-15,pioggia,22.7,estate,giugno,26
poliestere,scuro,lunga,primavera,2022-03-05,soleggiato,3.25,primavera,marzo,29
poliestere,colorato,corta,estate,2022-03-11,nuvoloso,3.8,primavera,marzo,17
poliestere,scuro,lunga,primavera_estate,2022-04-17,pioggia,7.85,primavera,aprile,28
poliestere,scuro,lunga,primavera_estate,2022-08-21,pioggia,28.3,estate,agosto,17
poliestere,chiaro,corta,estate,2022-01-27,soleggiato,0.4000000000000003,inverno,gennaio,13
poliestere,colorato,lunga,autunno,2022-07-10,soleggiato,26.25,estate,luglio,14
poliestere,colorato,lunga,estate,2022-12-09,neve,2.5,inverno,dicembre,23
poliestere,scuro,corta,estate,2022-11-27,soleggiato,-6.75,autunno,novembre,13
poliestere,scuro,lunga,estate,2022-04-06,nuvoloso,9.2,primavera,aprile,27
poliestere,chiaro,lunga,estate,2022-05-07,pioggia,6.6000000000000005,primavera,maggio,27
poliestere,colorato,lunga,estate,2022-03-10,soleggiato,6.25,primavera,marzo,27
raso,colorato,lunga,estate,2022-11-28,pioggia,0.6500000000000001,autunno,novembre,16
poliestere,colorato,lunga,autunno,2022-02-24,soleggiato,5.6,inverno,febbraio,27
poliestere,chiaro,lunga,estate,2022-06-26,soleggiato,29.0,estate,giugno,23
poliestere,scuro,lunga,autunno,2022-06-27,soleggiato,31.35,estate,giugno,6
poliestere,colorato,corta,estate,2022-04-23,pioggia,14.15,primavera,aprile,18
cotone,scuro,corta,estate,2022-08-03,soleggiato,30.45,estate,agosto,25
poliestere,scuro,lunga,primavera_estate,2022-09-16,soleggiato,19.25,autunno,settembre,22
poliestere,scuro,lunga,autunno,2022-09-04,soleggiato,34.3,autunno,settembre,10
cotone,chiaro,corta,estate,2022-04-21,pioggia,13.4,primavera,aprile,19
poliestere,colorato,lunga,primavera_estate,2022-03-15,soleggiato,8.45,primavera,marzo,28
poliestere,scuro,lunga,autunno,2022-12-06,nuvoloso,3.5500000000000003,inverno,dicembre,27
poliestere,chiaro,lunga,estate,2022-04-30,soleggiato,16.5,primavera,aprile,25
cotone,scuro,lunga,estate,2022-07-05,pioggia,26.4,estate,luglio,23
poliestere,scuro,corta,estate,2022-10-07,soleggiato,21.950000000000003,autunno,ottobre,12
poliestere,chiaro,corta,estate,2022-02-24,soleggiato,8.15,inverno,febbraio,13
poliestere,colorato,lunga,estate,2022-08-22,soleggiato,22.200000000000003,estate,agosto,23
poliestere,scuro,lunga,estate,2022-05-04,pioggia,16.5,primavera,maggio,25
cotone,chiaro,lunga,primavera_estate,2022-03-26,soleggiato,10.0,primavera,marzo,28
poliestere,colorato,lunga,autunno,2022-04-19,soleggiato,8.55,primavera,aprile,25
poliestere,scuro,lunga,estate,2022-02-03,nuvoloso,-3.25,inverno,febbraio,23
poliestere,scuro,corta,estate,2022-09-13,pioggia,20.35,autunno,settembre,17
poliestere,scuro,corta,estate,2022-01-29,pioggia,-3.8,inverno,gennaio,13
poliestere,scuro,lunga,autunno,2022-08-01,soleggiato,28.35,estate,agosto,9
velluto,colorato,lunga,autunno_inverno,2022-12-01,pioggia,3.65,inverno,dicembre,29
cotone,chiaro,lunga,estate,2022-08-23,nuvoloso,28.25,estate,agosto,23
poliestere,colorato,corta,estate,2022-06-09,pioggia,20.7,estate,giugno,23
poliestere,colorato,lunga,primavera_estate,2022-11-22,pioggia,8.65,autunno,novembre,24
poliestere,colorato,corta,estate,2022-06-23,pioggia,16.9,estate,giugno,21
cotone,scuro,lunga,primavera_estate,2022-05-22,pioggia,21.35,primavera,maggio,25
poliestere,colorato,corta,estate,2022-12-11,neve,0.3000000000000002,inverno,dicembre,13
poliestere,colorato,lunga,estate,2022-10-08,soleggiato,15.25,autunno,ottobre,21
poliestere,colorato,corta,estate,2022-04-02,neve,-3.15,primavera,aprile,17
cotone,chiaro,corta,estate,2022-12-09,neve,-4.55,inverno,dicembre,13
poliestere,chiaro,corta,estate,2022-08-27,pioggia,26.9,estate,agosto,24
poliestere,scuro,lunga,autunno,2022-11-03,pioggia,18.450000000000003,autunno,novembre,27
cotone,scuro,lunga,primavera_estate,2022-01-07,soleggiato,-3.15,inverno,gennaio,24
poliestere,chiaro,lunga,autunno,2022-05-18,pioggia,22.9,primavera,maggio,19
poliestere,chiaro,corta,estate,2022-05-19,soleggiato,21.55,primavera,maggio,26
poliestere,colorato,lunga,primavera_estate,2022-04-26,soleggiato,15.1,primavera,aprile,26
poliestere,scuro,lunga,estate,2022-11-13,pioggia,7.65,autunno,novembre,23
poliestere,chiaro,lunga,autunno,2022-11-21,pioggia,15.6,autunno,novembre,27
poliestere,colorato,lunga,autunno,2022-12-09,neve,1.1,inverno,dicembre,27
velluto,colorato,lunga,autunno_inverno,2022-10-08,soleggiato,19.35,autunno,ottobre,23
poliestere,colorato,lunga,estate,2022-02-02,soleggiato,6.1,inverno,febbraio,23
cotone,scuro,lunga,primavera_estate,2022-01-11,pioggia,2.55,inverno,gennaio,24
cotone,scuro,corta,estate,2022-03-04,pioggia,4.6000000000000005,primavera,marzo,17
poliestere,scuro,lunga,primavera_estate,2022-09-04,pioggia,24.75,autunno,settembre,18
poliestere,chiaro,corta,estate,2022-12-21,nuvoloso,10.65,inverno,dicembre,14
cotone,chiaro,lunga,primavera_estate,2022-09-01,pioggia,24.1,autunno,settembre,21
cotone,scuro,lunga,estate,2022-11-01,pioggia,11.95,autunno,novembre,23
poliestere,scuro,lunga,estate,2022-05-29,soleggiato,23.5,primavera,maggio,16
poliestere,scuro,lunga,primavera_estate,2022-02-22,pioggia,9.0,inverno,febbraio,24
poliestere,scuro,lunga,primavera_estate,2022-05-30,nuvoloso,12.2,primavera,maggio,27
cotone,scuro,lunga,estate,2022-11-25,nuvoloso,-3.9,autunno,novembre,23
poliestere,colorato,lunga,estate,2022-11-19,pioggia,9.75,autunno,novembre,23
poliestere,scuro,corta,estate,2022-06-13,pioggia,28.15,estate,giugno,24
poliestere,colorato,lunga,autunno,2022-08-06,soleggiato,25.6,estate,agosto,14
cotone,scuro,lunga,estate,2022-06-22,pioggia,27.85,estate,giugno,23
poliestere,scuro,lunga,autunno,2022-11-28,nuvoloso,3.3,autunno,novembre,29
cotone,scuro,lunga,estate,2022-02-08,soleggiato,3.1500000000000004,inverno,febbraio,23
poliestere,colorato,corta,estate,2022-12-16,neve,-1.1,inverno,dicembre,13
poliestere,scuro,lunga,estate,2022-04-13,soleggiato,13.3,primavera,aprile,26
poliestere,colorato,lunga,autunno,2022-01-20,pioggia,5.800000000000001,inverno,gennaio,27
poliestere,scuro,lunga,primavera_estate,2022-02-25,pioggia,6.0,inverno,febbraio,24
poliestere,scuro,corta,estate,2022-06-30,pioggia,27.55,estate,giugno,24
cotone,colorato,lunga,estate,2022-07-18,soleggiato,29.65,estate,luglio,23
velluto,scuro,lunga,autunno_inverno,2022-11-01,soleggiato,18.55,autunno,novembre,23
poliestere,colorato,lunga,autunno,2022-08-02,pioggia,27.9,estate,agosto,14
cotone,colorato,corta,estate,2022-12-12,pioggia,8.4,inverno,dicembre,13
poliestere,scuro,corta,estate,2022-03-23,soleggiato,8.899999999999999,primavera,marzo,17
poliestere,colorato,lunga,autunno,2022-04-01,pioggia,9.25,primavera,aprile,25
cotone,colorato,lunga,estate,2022-01-16,soleggiato,1.9,inverno,gennaio,23
poliestere,colorato,corta,estate,2022-08-11,soleggiato,24.55,estate,agosto,23
poliestere,chiaro,lunga,estate,2022-04-08,soleggiato,15.1,primavera,aprile,25
cotone,scuro,corta,estate,2022-07-27,pioggia,33.0,estate,luglio,30
cotone,scuro,corta,estate,2022-10-31,soleggiato,16.65,autunno,ottobre,17
poliestere,colorato,corta,estate,2022-11-19,nuvoloso,2.0500000000000003,autunno,novembre,13
poliestere,scuro,lunga,primavera_estate,2022-06-26,soleggiato,29.8,estate,giugno,12
poliestere,chiaro,lunga,autunno,2022-07-05,pioggia,29.7,estate,luglio,14
cotone,chiaro,corta,estate,2022-03-04,pioggia,4.4,primavera,marzo,17
poliestere,colorato,lunga,autunno,2022-03-05,pioggia,2.7,primavera,marzo,25
poliestere,chiaro,lunga,autunno,2022-10-30,soleggiato,18.4,autunno,ottobre,27
cotone,scuro,lunga,autunno,2022-02-11,soleggiato,-3.4,inverno,febbraio,27
poliestere,chiaro,corta,estate,2022-11-11,soleggiato,13.1,autunno,novembre,14
poliestere,scuro,lunga,primavera,2022-03-10,soleggiato,4.0,primavera,marzo,29
poliestere,scuro,corta,estate,2022-03-27,soleggiato,9.8,primavera,marzo,17
poliestere,scuro,lunga,primavera_estate,2022-05-27,pioggia,28.950000000000003,primavera,maggio,17
poliestere,scuro,lunga,autunno,2022-11-30,nuvoloso,0.5499999999999998,autunno,novembre,29
cotone,chiaro,lunga,autunno,2022-07-28,soleggiato,30.950000000000003,estate,luglio,21
poliestere,scuro,lunga,estate,2022-08-21,pioggia,23.3,estate,agosto,23
poliestere,colorato,corta,estate,2022-01-31,nuvoloso,3.35,inverno,gennaio,13
cotone,colorato,lunga,autunno,2022-07-23,soleggiato,30.9,estate,luglio,16
poliestere,chiaro,lunga,autunno,2022-03-26,pioggia,12.6,primavera,marzo,24
poliestere,colorato,lunga,estate,2022-11-04,pioggia,14.55,autunno,novembre,22
poliestere,chiaro,lunga,estate,2022-03-17,nuvoloso,8.8,primavera,marzo,27
poliestere,scuro,corta,primavera_estate,2022-11-16,neve,6.1000000000000005,autunno,novembre,14
cotone,colorato,corta,estate,2022-03-02,soleggiato,3.3000000000000003,primavera,marzo,17
cotone,scuro,lunga,autunno,2022-10-06,soleggiato,17.85,autunno,ottobre,29
cotone,colorato,lunga,estate,2022-03-07,pioggia,4.25,primavera,marzo,27
cotone,chiaro,corta,estate,2022-10-11,pioggia,19.1,autunno,ottobre,17
poliestere,colorato,lunga,autunno,2022-03-04,pioggia,9.9,primavera,marzo,25
poliestere,scuro,lunga,autunno,2022-11-23,soleggiato,6.8500000000000005,autunno,novembre,29
poliestere,scuro,lunga,autunno,2022-06-18,soleggiato,23.25,estate,giugno,14
cotone,chiaro,corta,estate,2022-03-23,soleggiato,7.45,primavera,marzo,17
poliestere,colorato,lunga,autunno,2022-01-08,soleggiato,-9.8,inverno,gennaio,27
poliestere,colorato,corta,estate,2022-01-19,nuvoloso,9.8,inverno,gennaio,13
poliestere,colorato,lunga,autunno,2022-10-26,soleggiato,20.35,autunno,ottobre,23
poliestere,colorato,lunga,autunno,2022-12-10,nuvoloso,-1.5999999999999996,inverno,dicembre,27
cotone,scuro,corta,estate,2022-08-10,pioggia,23.0,estate,agosto,26
poliestere,colorato,lunga,autunno,2022-08-18,pioggia,21.5,estate,agosto,19
poliestere,chiaro,lunga,estate,2022-11-25,pioggia,10.1,autunno,novembre,22
cotone,colorato,corta,primavera_estate,2022-05-12,soleggiato,21.65,primavera,maggio,25
