Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
cotone,scuro,corta,estate,soleggiato,19.05,autunno,17
poliestere,scuro,lunga,primavera_estate,neve,0.4499999999999999,primavera,28
poliestere,colorato,corta,estate,soleggiato,4.25,inverno,13
poliestere,scuro,lunga,autunno,soleggiato,20.05,primavera,14
poliestere,colorato,lunga,autunno,soleggiato,5.65,inverno,27
poliestere,chiaro,lunga,autunno,pioggia,17.35,autunno,27
cotone,chiaro,corta,estate,pioggia,30.4,estate,30
cotone,scuro,lunga,primavera_estate,pioggia,15.15,autunno,24
poliestere,colorato,lunga,estate,soleggiato,26.2,estate,18
poliestere,colorato,lunga,autunno,pioggia,16.5,estate,23
cotone,colorato,lunga,estate,pioggia,8.95,inverno,23
cotone,chiaro,corta,estate,soleggiato,24.75,estate,31
cotone,chiaro,corta,estate,nuvoloso,2.2500000000000004,primavera,17
cotone,colorato,corta,estate,neve,-0.7000000000000001,inverno,13
poliestere,colorato,lunga,estate,nuvoloso,13.0,primavera,26
cotone,colorato,lunga,primavera,soleggiato,22.05,primavera,26
cotone,scuro,corta,estate,nuvoloso,2.65,primavera,17
poliestere,scuro,lunga,autunno,soleggiato,17.15,autunno,27
poliestere,chiaro,lunga,autunno,soleggiato,15.9,primavera,23
poliestere,colorato,lunga,estate,soleggiato,6.75,primavera,27
cotone,colorato,lunga,estate,soleggiato,27.6,estate,23
cotone,chiaro,lunga,autunno,soleggiato,17.5,autunno,29
cotone,colorato,lunga,primavera,pioggia,19.0,primavera,29
cotone,colorato,corta,estate,pioggia,11.0,primavera,19
poliestere,chiaro,corta,estate,soleggiato,26.55,estate,29
cotone,scuro,lunga,primavera_estate,pioggia,25.5,autunno,18
cotone,chiaro,corta,estate,soleggiato,31.35,estate,35
cotone,scuro,corta,estate,pioggia,19.200000000000003,estate,23
cotone,chiaro,corta,estate,soleggiato,29.450000000000003,estate,34
poliestere,scuro,lunga,estate,pioggia,25.450000000000003,estate,18
cotone,scuro,corta,estate,soleggiato,7.550000000000001,inverno,13
poliestere,colorato,lunga,primavera_estate,soleggiato,0.75,inverno,24
poliestere,scuro,lunga,autunno,soleggiato,29.450000000000003,estate,9
poliestere,scuro,lunga,estate,pioggia,4.9,inverno,23
poliestere,scuro,lunga,estate,pioggia,9.05,autunno,23
cotone,scuro,corta,estate,soleggiato,29.75,estate,24
poliestere,chiaro,lunga,primavera_estate,pioggia,10.1,inverno,23
cotone,chiaro,corta,estate,pioggia,27.3,estate,29
poliestere,chiaro,corta,estate,pioggia,13.5,primavera,18
poliestere,chiaro,lunga,primavera_estate,nuvoloso,29.8,estate,17
poliestere,scuro,lunga,primavera_estate,pioggia,15.7,autunno,22
poliestere,chiaro,lunga,estate,nuvoloso,1.15,inverno,23
cotone,chiaro,corta,estate,soleggiato,10.55,autunno,15
poliestere,scuro,lunga,primavera_estate,soleggiato,9.4,primavera,28
poliestere,chiaro,lunga,autunno,soleggiato,18.450000000000003,autunno,27
cotone,chiaro,corta,estate,nuvoloso,1.15,inverno,13
poliestere,chiaro,lunga,estate,pioggia,11.25,autunno,22
poliestere,scuro,corta,estate,pioggia,-0.85,inverno,13
poliestere,colorato,lunga,estate,soleggiato,7.0,inverno,23
poliestere,scuro,lunga,autunno,neve,-2.15,inverno,27
poliestere,scuro,lunga,primavera_estate,nuvoloso,1.9,inverno,24
cotone,chiaro,corta,estate,soleggiato,-2.95,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,4.95,autunno,29
cotone,scuro,lunga,estate,soleggiato,0.4000000000000003,inverno,23
cotone,colorato,corta,estate,nuvoloso,8.7,autunno,13
cotone,scuro,corta,estate,soleggiato,2.85,inverno,13
poliestere,colorato,corta,estate,pioggia,25.5,estate,24
poliestere,colorato,lunga,autunno,pioggia,14.85,primavera,24
cotone,scuro,lunga,primavera_estate,soleggiato,13.8,primavera,28
poliestere,chiaro,corta,estate,pioggia,8.35,inverno,13
poliestere,scuro,lunga,primavera,pioggia,8.1,inverno,25
cotone,chiaro,corta,estate,neve,-2.0,primavera,17
cotone,scuro,corta,estate,pioggia,18.8,autunno,17
poliestere,colorato,corta,estate,soleggiato,23.3,estate,23
poliestere,colorato,lunga,autunno,soleggiato,21.6,autunno,23
poliestere,colorato,corta,estate,soleggiato,28.9,estate,24
poliestere,colorato,lunga,primavera_estate,nuvoloso,4.65,primavera,28
cotone,scuro,lunga,estate,pioggia,27.75,autunno,17
poliestere,scuro,lunga,estate,pioggia,30.25,autunno,9
cotone,scuro,lunga,primavera_estate,soleggiato,20.7,autunno,16
poliestere,chiaro,lunga,estate,soleggiato,32.35,estate,20
poliestere,scuro,lunga,primavera_estate,soleggiato,8.4,autunno,24
raso,colorato,lunga,estate,pioggia,5.3500000000000005,primavera,21
poliestere,colorato,lunga,primavera_estate,pioggia,17.35,autunno,22
poliestere,colorato,lunga,estate,pioggia,18.6,estate,27
poliestere,chiaro,lunga,primavera_estate,soleggiato,-5.35,inverno,24
poliestere,colorato,corta,estate,nuvoloso,0.4499999999999997,primavera,17
poliestere,scuro,lunga,estate,soleggiato,-5.05,inverno,23
poliestere,scuro,lunga,primavera_estate,pioggia,8.149999999999999,autunno,24
poliestere,scuro,lunga,estate,pioggia,7.35,autunno,23
cotone,colorato,corta,estate,pioggia,10.1,primavera,19
poliestere,scuro,lunga,all,nuvoloso,5.7,autunno,26
poliestere,chiaro,lunga,primavera_estate,soleggiato,7.0,autunno,24
poliestere,colorato,lunga,estate,soleggiato,18.35,autunno,21
cotone,chiaro,lunga,estate,soleggiato,17.05,autunno,23
poliestere,scuro,lunga,primavera_estate,nuvoloso,2.9,inverno,24
poliestere,scuro,corta,estate,soleggiato,30.9,estate,20
poliestere,chiaro,lunga,autunno,nuvoloso,20.5,primavera,19
poliestere,scuro,lunga,estate,pioggia,29.5,estate,18
poliestere,scuro,lunga,estate,soleggiato,25.9,estate,13
poliestere,chiaro,lunga,autunno,soleggiato,4.7,inverno,27
poliestere,colorato,lunga,autunno,pioggia,26.75,estate,14
poliestere,scuro,lunga,estate,pioggia,5.550000000000001,inverno,23
cotone,scuro,corta,estate,soleggiato,6.15,inverno,13
cotone,scuro,corta,estate,soleggiato,27.2,autunno,18
cotone,scuro,lunga,autunno,pioggia,8.55,inverno,27
poliestere,chiaro,corta,estate,pioggia,1.25,inverno,13
cotone,chiaro,corta,estate,nuvoloso,16.5,primavera,21
poliestere,scuro,lunga,primavera_estate,soleggiato,15.05,autunno,22
poliestere,scuro,corta,estate,pioggia,12.0,autunno,14
poliestere,scuro,lunga,autunno,pioggia,14.95,autunno,28
poliestere,scuro,lunga,estate,soleggiato,10.0,primavera,26
poliestere,colorato,lunga,primavera_estate,nuvoloso,19.3,estate,26
poliestere,scuro,lunga,autunno,pioggia,1.5,inverno,27
cotone,chiaro,corta,estate,pioggia,22.65,estate,26
cotone,scuro,corta,estate,pioggia,8.05,autunno,13
poliestere,scuro,corta,estate,soleggiato,11.3,primavera,18
poliestere,scuro,corta,estate,soleggiato,0.95,inverno,13
cotone,scuro,corta,estate,pioggia,26.45,autunno,23
poliestere,colorato,lunga,estate,soleggiato,2.6,primavera,27
poliestere,scuro,lunga,autunno,pioggia,3.35,inverno,27
cotone,colorato,lunga,estate,pioggia,8.95,autunno,23
poliestere,colorato,lunga,primavera_estate,soleggiato,10.35,primavera,27
poliestere,scuro,lunga,primavera_estate,pioggia,18.2,estate,26
poliestere,colorato,corta,estate,pioggia,12.35,primavera,18
poliestere,chiaro,corta,estate,pioggia,25.95,primavera,22
cotone,colorato,lunga,estate,pioggia,12.9,autunno,23
cotone,scuro,corta,estate,soleggiato,1.75,inverno,13
poliestere,colorato,lunga,autunno,nuvoloso,19.0,autunno,27
poliestere,chiaro,corta,estate,soleggiato,23.65,estate,28
poliestere,scuro,corta,estate,soleggiato,25.65,autunno,13
poliestere,scuro,lunga,autunno,soleggiato,27.65,estate,9
poliestere,scuro,lunga,primavera_estate,pioggia,15.2,autunno,22
poliestere,chiaro,lunga,primavera_estate,nuvoloso,26.25,primavera,17
poliestere,colorato,lunga,autunno,soleggiato,23.7,primavera,19
cotone,scuro,corta,estate,soleggiato,18.0,primavera,21
poliestere,chiaro,lunga,autunno,soleggiato,27.4,estate,19
cotone,scuro,lunga,estate,pioggia,28.65,estate,23
poliestere,scuro,lunga,primavera_estate,soleggiato,8.4,primavera,28
cotone,colorato,corta,estate,pioggia,24.4,estate,26
velluto,scuro,lunga,autunno_inverno,pioggia,15.55,inverno,23
cotone,chiaro,corta,estate,pioggia,-0.9499999999999996,inverno,13
poliestere,colorato,corta,estate,pioggia,24.15,autunno,17
cotone,chiaro,lunga,primavera,soleggiato,29.55,estate,26
poliestere,chiaro,lunga,estate,neve,0.1500000000000001,primavera,27
cotone,chiaro,lunga,estate,pioggia,3.7,primavera,27
poliestere,scuro,lunga,estate,nuvoloso,14.9,primavera,26
poliestere,chiaro,lunga,autunno,soleggiato,-0.25,inverno,27
cotone,chiaro,corta,estate,pioggia,18.15,estate,23
poliestere,scuro,corta,estate,pioggia,8.65,primavera,17
poliestere,colorato,lunga,primavera_estate,pioggia,16.85,autunno,22
cotone,colorato,corta,estate,soleggiato,18.45,autunno,17
cotone,scuro,lunga,estate,pioggia,21.1,estate,26
poliestere,chiaro,corta,estate,soleggiato,30.05,estate,30
poliestere,scuro,lunga,primavera_estate,pioggia,19.8,autunno,22
poliestere,scuro,corta,estate,pioggia,17.55,autunno,15
poliestere,chiaro,lunga,autunno,soleggiato,28.9,estate,19
poliestere,colorato,lunga,all,soleggiato,-2.35,inverno,26
seta,colorato,lunga,autunno,pioggia,11.55,inverno,24
cotone,scuro,corta,estate,pioggia,12.55,inverno,15
poliestere,scuro,lunga,primavera_estate,pioggia,2.5,inverno,24
poliestere,colorato,lunga,autunno_inverno,pioggia,18.05,autunno,26
poliestere,scuro,corta,estate,soleggiato,3.65,inverno,13
poliestere,chiaro,lunga,autunno,pioggia,7.75,autunno,29
cotone,colorato,corta,estate,soleggiato,26.2,estate,29
poliestere,chiaro,lunga,estate,pioggia,7.45,inverno,23
poliestere,scuro,corta,estate,soleggiato,8.75,primavera,17
poliestere,scuro,lunga,autunno,nuvoloso,1.5000000000000002,inverno,27
poliestere,colorato,lunga,autunno,nuvoloso,19.3,autunno,27
poliestere,colorato,lunga,estate,pioggia,14.85,autunno,22
cotone,chiaro,corta,estate,pioggia,10.2,primavera,19
poliestere,scuro,corta,primavera_estate,pioggia,26.5,estate,23
poliestere,scuro,lunga,autunno,soleggiato,24.3,estate,14
poliestere,colorato,lunga,estate,soleggiato,10.35,autunno,22
poliestere,scuro,lunga,primavera_estate,soleggiato,28.6,estate,12
cotone,scuro,lunga,primavera_estate,soleggiato,6.3,inverno,24
poliestere,scuro,lunga,primavera_estate,soleggiato,21.65,autunno,13
poliestere,colorato,corta,estate,soleggiato,3.0000000000000004,inverno,13
cotone,chiaro,corta,estate,pioggia,29.4,estate,29
poliestere,scuro,lunga,autunno,soleggiato,6.3,inverno,27
poliestere,colorato,corta,estate,soleggiato,11.25,primavera,18
poliestere,colorato,lunga,estate,soleggiato,18.45,primavera,25
poliestere,scuro,lunga,autunno,soleggiato,4.35,primavera,25
poliestere,colorato,lunga,autunno,soleggiato,10.85,inverno,26
poliestere,chiaro,corta,estate,neve,6.949999999999999,primavera,17
raso,chiaro,corta,estate,pioggia,9.8,primavera,11
poliestere,chiaro,lunga,primavera_estate,pioggia,22.05,estate,22
poliestere,colorato,corta,estate,soleggiato,21.1,estate,23
cotone,colorato,lunga,autunno,soleggiato,10.05,primavera,25
poliestere,scuro,corta,estate,pioggia,24.9,estate,23
poliestere,colorato,lunga,estate,pioggia,1.0,primavera,27
poliestere,scuro,lunga,estate,soleggiato,26.25,estate,13
poliestere,chiaro,lunga,estate,soleggiato,30.4,estate,20
cotone,scuro,lunga,estate,pioggia,8.25,inverno,23
poliestere,chiaro,lunga,primavera_estate,pioggia,19.8,autunno,22
raso,chiaro,lunga,primavera_estate,pioggia,14.45,autunno,18
poliestere,scuro,lunga,primavera_estate,soleggiato,1.8,inverno,24
poliestere,chiaro,corta,estate,pioggia,3.55,primavera,17
cotone,chiaro,lunga,autunno,soleggiato,2.6,primavera,25
cotone,colorato,lunga,autunno,pioggia,23.2,autunno,26
poliestere,scuro,lunga,estate,pioggia,22.15,autunno,17
cotone,chiaro,corta,estate,pioggia,10.8,primavera,19
poliestere,chiaro,corta,estate,pioggia,8.25,inverno,13
poliestere,scuro,lunga,primavera_estate,nuvoloso,17.3,autunno,22
poliestere,scuro,lunga,autunno,soleggiato,31.55,estate,6
poliestere,colorato,lunga,primavera_estate,pioggia,20.9,autunno,18
poliestere,chiaro,lunga,primavera_estate,soleggiato,1.15,inverno,24
poliestere,colorato,corta,estate,pioggia,7.550000000000001,inverno,13
cotone,chiaro,corta,estate,soleggiato,0.8000000000000003,inverno,13
poliestere,colorato,lunga,estate,pioggia,25.8,estate,18
poliestere,chiaro,lunga,estate,neve,11.65,primavera,26
cotone,scuro,corta,estate,neve,2.35,primavera,17
cotone,chiaro,corta,estate,soleggiato,-0.8500000000000001,inverno,13
poliestere,colorato,corta,estate,pioggia,14.05,primavera,18
cotone,chiaro,corta,estate,pioggia,27.25,estate,29
poliestere,chiaro,lunga,primavera_estate,pioggia,17.5,autunno,22
poliestere,scuro,corta,estate,neve,12.15,autunno,14
poliestere,scuro,lunga,primavera_estate,neve,10.35,primavera,27
poliestere,colorato,lunga,estate,pioggia,19.450000000000003,autunno,21
poliestere,chiaro,corta,primavera_estate,soleggiato,8.35,autunno,14
poliestere,colorato,lunga,autunno,pioggia,24.3,primavera,19
cotone,colorato,corta,estate,pioggia,21.8,primavera,24
poliestere,colorato,lunga,estate,pioggia,29.25,primavera,16
poliestere,colorato,corta,estate,soleggiato,29.7,estate,24
poliestere,scuro,lunga,estate,soleggiato,29.700000000000003,estate,13
poliestere,chiaro,lunga,autunno,soleggiato,22.55,primavera,24
poliestere,scuro,corta,estate,soleggiato,6.65,primavera,17
poliestere,colorato,corta,estate,pioggia,28.55,autunno,18
poliestere,scuro,lunga,primavera_estate,soleggiato,9.55,autunno,24
poliestere,chiaro,corta,estate,pioggia,17.85,autunno,15
poliestere,scuro,corta,estate,soleggiato,2.35,inverno,13
poliestere,scuro,lunga,autunno,pioggia,19.85,autunno,27
raso,chiaro,lunga,estate,pioggia,8.3,primavera,21
poliestere,colorato,lunga,primavera_estate,pioggia,12.6,primavera,27
poliestere,chiaro,lunga,autunno,soleggiato,3.1500000000000004,inverno,27
cotone,chiaro,lunga,estate,soleggiato,25.2,estate,28
poliestere,colorato,lunga,primavera_estate,pioggia,24.3,autunno,18
raso,chiaro,lunga,all,pioggia,1.75,autunno,19
cotone,chiaro,corta,estate,soleggiato,1.4999999999999998,primavera,17
cotone,colorato,corta,estate,soleggiato,0.1499999999999999,inverno,13
poliestere,colorato,lunga,primavera_estate,nuvoloso,11.0,inverno,23
poliestere,scuro,lunga,estate,pioggia,8.25,inverno,23
poliestere,scuro,corta,estate,soleggiato,-1.35,inverno,13
cotone,scuro,lunga,primavera_estate,pioggia,9.15,autunno,24
cotone,chiaro,corta,estate,soleggiato,2.0,inverno,13
poliestere,chiaro,lunga,estate,soleggiato,9.85,primavera,27
poliestere,scuro,lunga,estate,soleggiato,21.75,primavera,16
cotone,colorato,corta,estate,neve,2.1500000000000004,autunno,13
cotone,scuro,lunga,estate,pioggia,13.2,primavera,27
poliestere,colorato,lunga,autunno,soleggiato,26.4,estate,14
poliestere,colorato,lunga,estate,nuvoloso,11.05,autunno,22
poliestere,scuro,lunga,primavera_estate,pioggia,15.8,autunno,22
poliestere,colorato,corta,primavera_estate,pioggia,13.3,primavera,19
poliestere,colorato,corta,estate,neve,4.25,inverno,13
poliestere,colorato,lunga,autunno,pioggia,34.45,estate,11
poliestere,chiaro,lunga,primavera_estate,soleggiato,18.5,autunno,22
poliestere,scuro,lunga,estate,pioggia,21.65,primavera,21
poliestere,chiaro,lunga,primavera_estate,soleggiato,27.8,estate,22
cotone,scuro,corta,primavera_estate,nuvoloso,20.3,autunno,21
poliestere,colorato,lunga,estate,soleggiato,29.9,estate,18
poliestere,chiaro,lunga,primavera_estate,nuvoloso,23.65,autunno,18
poliestere,scuro,corta,estate,pioggia,3.0,inverno,13
raso,colorato,lunga,estate,pioggia,14.35,primavera,21
poliestere,colorato,lunga,estate,soleggiato,29.0,estate,18
poliestere,chiaro,lunga,estate,soleggiato,25.200000000000003,primavera,21
poliestere,scuro,lunga,autunno,soleggiato,25.35,autunno,13
poliestere,scuro,lunga,autunno,pioggia,19.2,autunno,27
poliestere,scuro,corta,estate,pioggia,22.4,autunno,17
poliestere,colorato,lunga,estate,pioggia,26.65,estate,18
poliestere,colorato,lunga,primavera_estate,pioggia,28.25,estate,17
poliestere,colorato,lunga,estate,soleggiato,3.3500000000000005,inverno,23
poliestere,scuro,lunga,autunno,pioggia,6.300000000000001,inverno,27
poliestere,scuro,lunga,autunno,soleggiato,-2.95,primavera,25
poliestere,chiaro,corta,estate,soleggiato,-6.1,primavera,17
poliestere,scuro,lunga,primavera_estate,pioggia,32.85,estate,14
cotone,colorato,corta,estate,pioggia,13.0,inverno,15
poliestere,scuro,lunga,primavera_estate,pioggia,27.950000000000003,estate,17
poliestere,scuro,lunga,autunno,nuvoloso,25.6,primavera,14
poliestere,colorato,corta,estate,soleggiato,11.7,primavera,18
cotone,scuro,corta,estate,soleggiato,17.15,primavera,21
cotone,chiaro,lunga,estate,pioggia,9.45,autunno,23
poliestere,scuro,corta,estate,nuvoloso,3.6,autunno,13
poliestere,scuro,corta,estate,pioggia,28.65,estate,24
poliestere,chiaro,lunga,estate,nuvoloso,12.0,autunno,22
poliestere,scuro,lunga,autunno,soleggiato,21.75,autunno,18
poliestere,colorato,corta,estate,soleggiato,20.85,autunno,17
cotone,colorato,lunga,estate,nuvoloso,12.4,autunno,23
poliestere,scuro,lunga,primavera_estate,neve,-9.05,inverno,24
poliestere,scuro,corta,estate,pioggia,27.05,estate,24
poliestere,chiaro,lunga,autunno,pioggia,14.75,autunno,28
cotone,scuro,corta,estate,soleggiato,-3.0500000000000003,inverno,13
cotone,chiaro,lunga,primavera_estate,soleggiato,23.55,autunno,26
cotone,colorato,lunga,primavera_estate,pioggia,6.6,inverno,24
poliestere,colorato,corta,estate,pioggia,5.5,inverno,13
cotone,chiaro,corta,estate,soleggiato,1.7999999999999998,primavera,17
poliestere,scuro,lunga,autunno,soleggiato,32.95,estate,6
cotone,scuro,lunga,primavera_estate,soleggiato,27.9,estate,17
poliestere,colorato,corta,estate,pioggia,25.7,estate,24
raso,colorato,lunga,all,neve,1.85,inverno,19
poliestere,scuro,lunga,primavera_estate,pioggia,27.0,autunno,13
poliestere,colorato,lunga,primavera_estate,pioggia,19.55,autunno,22
cotone,scuro,lunga,primavera_estate,pioggia,17.75,primavera,28
poliestere,colorato,lunga,autunno,soleggiato,4.9,primavera,25
poliestere,scuro,lunga,autunno,pioggia,13.65,inverno,26
poliestere,colorato,corta,estate,soleggiato,19.8,autunno,15
poliestere,scuro,corta,estate,pioggia,19.3,estate,21
poliestere,scuro,lunga,autunno,neve,2.5500000000000003,autunno,29
poliestere,chiaro,corta,estate,soleggiato,29.65,estate,29
poliestere,chiaro,lunga,autunno,pioggia,-7.05,autunno,29
poliestere,chiaro,lunga,estate,neve,-0.6,inverno,23
poliestere,scuro,corta,estate,pioggia,7.75,inverno,13
poliestere,scuro,lunga,primavera_estate,soleggiato,12.25,autunno,23
poliestere,colorato,corta,estate,neve,-2.65,inverno,13
cotone,scuro,lunga,primavera_estate,soleggiato,30.65,estate,14
poliestere,scuro,lunga,primavera_estate,soleggiato,26.7,estate,12
poliestere,scuro,lunga,autunno,soleggiato,12.25,autunno,28
poliestere,chiaro,lunga,estate,pioggia,12.8,autunno,22
poliestere,scuro,lunga,autunno,nuvoloso,-1.0,inverno,27
velluto,scuro,lunga,autunno_inverno,neve,12.5,autunno,25
cotone,scuro,corta,estate,nuvoloso,2.5,inverno,13
poliestere,colorato,lunga,autunno,pioggia,22.75,primavera,19
poliestere,colorato,lunga,autunno,pioggia,12.15,inverno,26
poliestere,colorato,lunga,estate,nuvoloso,8.5,inverno,23
cotone,colorato,corta,estate,nuvoloso,15.75,autunno,17
poliestere,chiaro,corta,estate,soleggiato,27.5,estate,29
poliestere,scuro,corta,estate,soleggiato,20.4,autunno,12
cotone,colorato,lunga,primavera_estate,soleggiato,16.3,autunno,24
poliestere,colorato,lunga,estate,soleggiato,3.4,inverno,23
poliestere,colorato,corta,estate,soleggiato,30.950000000000003,estate,25
cotone,chiaro,lunga,primavera_estate,soleggiato,19.4,autunno,24
poliestere,colorato,lunga,primavera_estate,soleggiato,31.35,estate,14
cotone,scuro,corta,estate,soleggiato,17.7,autunno,17
poliestere,scuro,corta,estate,nuvoloso,33.25,estate,25
cotone,chiaro,corta,estate,pioggia,15.5,primavera,21
cotone,colorato,lunga,estate,neve,1.4500000000000002,primavera,27
cotone,scuro,corta,primavera_estate,pioggia,25.85,estate,28
poliestere,colorato,lunga,estate,soleggiato,4.4,autunno,23
poliestere,chiaro,lunga,autunno_inverno,pioggia,26.65,estate,13
