Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
lino,scuro,corto,autunno,2022-03-16,nuvoloso,9.55,primavera,marzo
velluto,chiaro,medio,autunno,2022-09-20,pioggia,12.15,autunno,settembre
lino,chiaro,medio,autunno,2022-07-14,soleggiato,28.3,estate,luglio
tweed,chiaro,medio,primavera,2022-06-12,soleggiato,26.1,estate,giugno
poliestere,chiaro,lungo,primavera,2022-10-10,pioggia,19.1,autunno,ottobre
poliestere,scuro,medio,primavera_estate,2022-11-19,pioggia,11.1,autunno,novembre
lino,scuro,medio,inverno,2022-09-18,soleggiato,17.4,autunno,settembre
seta,scuro,corto,primavera,2022-06-17,pioggia,21.8,estate,giugno
cotone,scuro,medio,primavera,2022-08-30,pioggia,28.35,estate,agosto
cotone,chiaro,corto,autunno,2022-09-13,soleggiato,25.15,autunno,settembre
cotone,scuro,medio,estate,2022-02-01,soleggiato,1.85,inverno,febbraio
seta,chiaro,medio,primavera,2022-05-04,nuvoloso,15.2,primavera,maggio
seta,colorato,corto,autunno_inverno,2022-01-07,nuvoloso,-5.45,inverno,gennaio
raso,colorato,medio,primavera,2022-06-18,soleggiato,23.75,estate,giugno
cotone,scuro,medio,autunno,2022-04-28,soleggiato,13.9,primavera,aprile
tweed,scuro,medio,autunno,2022-02-25,soleggiato,8.95,inverno,febbraio
poliestere,chiaro,lungo,autunno_inverno,2022-12-23,neve,8.05,inverno,dicembre
cotone,scuro,medio,estate,2022-09-09,pioggia,19.05,autunno,settembre
cotone,colorato,lungo,estate,2022-12-24,soleggiato,4.7,inverno,dicembre
tweed,chiaro,medio,estate,2022-05-12,soleggiato,22.5,primavera,maggio
tweed,chiaro,corto,inverno,2022-08-20,pioggia,15.95,estate,agosto
poliestere,scuro,lungo,autunno_inverno,2022-04-11,soleggiato,6.15,primavera,aprile
tweed,chiaro,corto,primavera,2022-02-22,soleggiato,6.699999999999999,inverno,febbraio
velluto,scuro,medio,autunno_inverno,2022-05-12,nuvoloso,19.45,primavera,maggio
cotone,colorato,medio,autunno_inverno,2022-04-26,soleggiato,15.25,primavera,aprile
raso,colorato,corto,estate,2022-10-01,pioggia,8.55,autunno,ottobre
poliestere,scuro,medio,autunno_inverno,2022-02-03,soleggiato,3.6,inverno,febbraio
lino,scuro,lungo,autunno_inverno,2022-04-06,pioggia,6.85,primavera,aprile
cotone,scuro,corto,autunno,2022-12-11,nuvoloso,5.25,inverno,dicembre
tweed,chiaro,lungo,estate,2022-07-27,pioggia,30.65,estate,luglio
poliestere,colorato,lungo,primavera_estate,2022-11-30,nuvoloso,3.7,autunno,novembre
lino,scuro,medio,primavera,2022-09-11,soleggiato,30.55,autunno,settembre
cotone,chiaro,corto,estate,2022-07-18,soleggiato,30.55,estate,luglio
poliestere,chiaro,medio,estate,2022-08-10,pioggia,29.3,estate,agosto
velluto,colorato,medio,inverno,2022-11-13,pioggia,9.4,autunno,novembre
seta,chiaro,medio,primavera,2022-03-09,soleggiato,-5.8,primavera,marzo
velluto,chiaro,corto,primavera,2022-06-10,soleggiato,18.3,estate,giugno
cotone,chiaro,corto,inverno,2022-05-02,soleggiato,15.65,primavera,maggio
lino,colorato,medio,autunno_inverno,2022-11-05,pioggia,8.649999999999999,autunno,novembre
seta,chiaro,corto,inverno,2022-10-17,nuvoloso,22.9,autunno,ottobre
seta,colorato,medio,estate,2022-10-27,soleggiato,16.65,autunno,ottobre
seta,chiaro,medio,primavera,2022-01-17,soleggiato,3.0,inverno,gennaio
tweed,colorato,corto,autunno,2022-07-06,pioggia,27.95,estate,luglio
seta,colorato,corto,estate,2022-11-20,pioggia,-1.0500000000000005,autunno,novembre
velluto,colorato,lungo,autunno_inverno,2022-12-20,nuvoloso,2.6499999999999995,inverno,dicembre
poliestere,scuro,medio,inverno,2022-02-07,neve,1.95,inverno,febbraio
lino,colorato,medio,inverno,2022-10-11,soleggiato,13.15,autunno,ottobre
velluto,scuro,medio,autunno,2022-02-06,nuvoloso,2.2,inverno,febbraio
raso,scuro,lungo,autunno_inverno,2022-05-13,soleggiato,20.8,primavera,maggio
seta,colorato,corto,autunno,2022-03-18,nuvoloso,6.5,primavera,marzo
cotone,scuro,medio,inverno,2022-12-04,pioggia,9.0,inverno,dicembre
cotone,chiaro,lungo,autunno,2022-09-06,pioggia,26.75,autunno,settembre
cotone,colorato,corto,estate,2022-03-31,pioggia,10.65,primavera,marzo
seta,scuro,lungo,autunno,2022-05-05,pioggia,17.0,primavera,maggio
lino,colorato,corto,autunno_inverno,2022-10-04,nuvoloso,19.6,autunno,ottobre
cotone,chiaro,corto,autunno_inverno,2022-12-10,pioggia,13.65,inverno,dicembre
seta,colorato,corto,primavera_estate,2022-03-11,nuvoloso,5.8500000000000005,primavera,marzo
raso,colorato,lungo,estate,2022-02-01,neve,-1.4,inverno,febbraio
lino,scuro,lungo,inverno,2022-12-04,neve,3.9,inverno,dicembre
raso,colorato,medio,autunno,2022-12-10,pioggia,7.050000000000001,inverno,dicembre
velluto,colorato,medio,autunno_inverno,2022-07-03,soleggiato,30.85,estate,luglio
cotone,colorato,medio,autunno_inverno,2022-09-09,pioggia,22.45,autunno,settembre
cotone,colorato,medio,autunno_inverno,2022-09-21,soleggiato,14.35,autunno,settembre
cotone,chiaro,lungo,estate,2022-04-02,pioggia,6.3,primavera,aprile
tweed,scuro,medio,autunno,2022-07-31,soleggiato,28.65,estate,luglio
raso,colorato,lungo,inverno,2022-02-05,pioggia,9.75,inverno,febbraio
cotone,scuro,corto,inverno,2022-07-09,pioggia,13.45,estate,luglio
cotone,scuro,corto,inverno,2022-07-14,soleggiato,23.55,estate,luglio
cotone,colorato,medio,autunno_inverno,2022-09-23,nuvoloso,14.2,autunno,settembre
cotone,chiaro,lungo,autunno_inverno,2022-01-12,soleggiato,-2.5500000000000003,inverno,gennaio
velluto,colorato,lungo,estate,2022-05-23,soleggiato,24.25,primavera,maggio
velluto,scuro,corto,estate,2022-12-20,nuvoloso,11.6,inverno,dicembre
cotone,colorato,medio,primavera_estate,2022-06-11,soleggiato,25.2,estate,giugno
tweed,colorato,medio,primavera_estate,2022-08-28,pioggia,21.2,estate,agosto
seta,colorato,lungo,autunno,2022-09-08,pioggia,25.35,autunno,settembre
velluto,scuro,lungo,inverno,2022-04-19,nuvoloso,10.85,primavera,aprile
cotone,scuro,corto,primavera_estate,2022-10-11,soleggiato,18.9,autunno,ottobre
lino,colorato,corto,primavera,2022-01-06,pioggia,5.4,inverno,gennaio
lino,colorato,corto,primavera,2022-06-01,nuvoloso,27.2,estate,giugno
velluto,colorato,lungo,estate,2022-08-04,soleggiato,31.6,estate,agosto
seta,scuro,medio,autunno_inverno,2022-05-01,pioggia,14.25,primavera,maggio
seta,scuro,corto,estate,2022-11-24,soleggiato,-4.95,autunno,novembre
raso,colorato,lungo,autunno,2022-03-13,soleggiato,0.2999999999999998,primavera,marzo
lino,scuro,medio,inverno,2022-08-17,pioggia,30.7,estate,agosto
poliestere,chiaro,lungo,autunno_inverno,2022-10-09,pioggia,26.25,autunno,ottobre
poliestere,colorato,medio,primavera,2022-01-24,nuvoloso,-0.4000000000000001,inverno,gennaio
raso,scuro,medio,estate,2022-12-12,neve,-12.3,inverno,dicembre
cotone,colorato,lungo,autunno_inverno,2022-10-25,soleggiato,19.3,autunno,ottobre
poliestere,scuro,lungo,estate,2022-05-30,nuvoloso,15.75,primavera,maggio
poliestere,chiaro,corto,autunno,2022-06-14,pioggia,25.9,estate,giugno
seta,colorato,medio,autunno_inverno,2022-01-26,soleggiato,4.45,inverno,gennaio
cotone,scuro,lungo,autunno_inverno,2022-12-24,pioggia,14.05,inverno,dicembre
lino,colorato,medio,estate,2022-06-29,pioggia,18.2,estate,giugno
seta,chiaro,lungo,primavera,2022-01-08,soleggiato,0.3500000000000001,inverno,gennaio
cotone,scuro,medio,estate,2022-10-20,nuvoloso,19.25,autunno,ottobre
raso,chiaro,lungo,primavera_estate,2022-12-13,pioggia,9.9,inverno,dicembre
lino,colorato,medio,primavera_estate,2022-11-30,pioggia,7.5,autunno,novembre
cotone,chiaro,medio,estate,2022-04-28,soleggiato,12.75,primavera,aprile
velluto,chiaro,corto,primavera,2022-02-22,soleggiato,6.65,inverno,febbraio
poliestere,scuro,corto,autunno_inverno,2022-04-07,nuvoloso,11.7,primavera,aprile
velluto,chiaro,lungo,primavera,2022-03-14,neve,3.35,primavera,marzo
raso,chiaro,lungo,autunno,2022-09-27,pioggia,19.7,autunno,settembre
poliestere,chiaro,medio,primavera,2022-10-23,soleggiato,21.6,autunno,ottobre
seta,chiaro,medio,estate,2022-06-02,pioggia,24.9,estate,giugno
tweed,scuro,medio,autunno_inverno,2022-08-04,soleggiato,25.700000000000003,estate,agosto
lino,scuro,lungo,estate,2022-07-19,soleggiato,35.5,estate,luglio
tweed,chiaro,medio,inverno,2022-02-27,soleggiato,2.55,inverno,febbraio
cotone,colorato,medio,autunno,2022-03-22,nuvoloso,4.8,primavera,marzo
raso,chiaro,medio,autunno,2022-10-23,pioggia,17.4,autunno,ottobre
cotone,colorato,medio,autunno_inverno,2022-09-16,pioggia,24.3,autunno,settembre
cotone,colorato,lungo,inverno,2022-10-07,soleggiato,17.8,autunno,ottobre
cotone,chiaro,medio,autunno_inverno,2022-06-26,soleggiato,31.25,estate,giugno
seta,scuro,lungo,estate,2022-03-13,soleggiato,3.65,primavera,marzo
cotone,scuro,corto,primavera_estate,2022-09-28,pioggia,15.95,autunno,settembre
lino,scuro,lungo,primavera,2022-08-07,pioggia,25.2,estate,agosto
tweed,colorato,corto,inverno,2022-07-02,soleggiato,29.700000000000003,estate,luglio
tweed,colorato,medio,autunno_inverno,2022-03-27,soleggiato,10.75,primavera,marzo
cotone,scuro,corto,primavera_estate,2022-01-18,soleggiato,7.8,inverno,gennaio
lino,scuro,medio,estate,2022-07-27,pioggia,30.05,estate,luglio
tweed,chiaro,corto,autunno_inverno,2022-11-27,pioggia,7.4,autunno,novembre
cotone,scuro,lungo,primavera,2022-08-21,soleggiato,26.35,estate,agosto
seta,colorato,medio,primavera,2022-02-11,nuvoloso,7.5,inverno,febbraio
raso,chiaro,medio,autunno_inverno,2022-11-05,soleggiato,11.0,autunno,novembre
poliestere,scuro,lungo,autunno,2022-07-19,soleggiato,29.4,estate,luglio
lino,scuro,medio,primavera,2022-05-26,pioggia,25.25,primavera,maggio
tweed,scuro,corto,inverno,2022-08-17,nuvoloso,32.4,estate,agosto
cotone,scuro,medio,autunno_inverno,2022-05-28,pioggia,19.55,primavera,maggio
raso,chiaro,medio,inverno,2022-11-29,pioggia,12.65,autunno,novembre
cotone,colorato,corto,autunno,2022-04-18,soleggiato,8.399999999999999,primavera,aprile
cotone,chiaro,lungo,primavera,2022-05-24,pioggia,24.0,primavera,maggio
seta,chiaro,corto,inverno,2022-06-15,soleggiato,25.5,estate,giugno
tweed,scuro,medio,primavera_estate,2022-01-04,nuvoloso,6.0,inverno,gennaio
poliestere,scuro,corto,inverno,2022-06-28,pioggia,26.95,estate,giugno
tweed,scuro,lungo,primavera_estate,2022-03-06,soleggiato,1.5,primavera,marzo
poliestere,colorato,medio,primavera_estate,2022-04-04,pioggia,8.4,primavera,aprile
poliestere,colorato,corto,autunno_inverno,2022-11-12,nuvoloso,12.55,autunno,novembre
seta,chiaro,corto,inverno,2022-12-01,pioggia,5.1,inverno,dicembre
cotone,colorato,corto,estate,2022-03-27,soleggiato,2.8,primavera,marzo
poliestere,colorato,lungo,estate,2022-05-27,pioggia,28.1,primavera,maggio
seta,colorato,medio,inverno,2022-07-30,soleggiato,28.3,estate,luglio
lino,scuro,lungo,autunno_inverno,2022-10-01,pioggia,15.9,autunno,ottobre
tweed,chiaro,corto,inverno,2022-07-02,soleggiato,31.700000000000003,estate,luglio
velluto,chiaro,medio,inverno,2022-04-05,soleggiato,6.550000000000001,primavera,aprile
poliestere,scuro,corto,inverno,2022-08-20,pioggia,25.8,estate,agosto
cotone,colorato,medio,estate,2022-02-01,neve,-5.25,inverno,febbraio
tweed,chiaro,corto,primavera_estate,2022-03-08,neve,-7.4,primavera,marzo
cotone,colorato,medio,estate,2022-11-23,pioggia,9.75,autunno,novembre
lino,scuro,corto,estate,2022-01-26,soleggiato,-0.3999999999999999,inverno,gennaio
seta,chiaro,lungo,primavera,2022-01-01,nuvoloso,9.95,inverno,gennaio
lino,scuro,lungo,primavera_estate,2022-12-23,nuvoloso,3.55,inverno,dicembre
tweed,chiaro,corto,estate,2022-03-15,nuvoloso,7.75,primavera,marzo
seta,chiaro,lungo,autunno_inverno,2022-04-03,pioggia,3.9,primavera,aprile
lino,scuro,lungo,autunno,2022-06-24,pioggia,29.1,estate,giugno
velluto,chiaro,corto,autunno,2022-04-24,pioggia,12.1,primavera,aprile
velluto,colorato,lungo,inverno,2022-11-07,pioggia,9.7,autunno,novembre
poliestere,scuro,corto,autunno,2022-03-04,pioggia,5.9,primavera,marzo
raso,chiaro,corto,primavera,2022-02-14,neve,0.1,inverno,febbraio
lino,colorato,corto,primavera_estate,2022-06-28,pioggia,18.9,estate,giugno
lino,colorato,lungo,autunno_inverno,2022-02-01,soleggiato,5.3,inverno,febbraio
lino,chiaro,lungo,primavera_estate,2022-03-17,pioggia,13.1,primavera,marzo
velluto,scuro,lungo,autunno,2022-05-10,nuvoloso,19.0,primavera,maggio
cotone,chiaro,medio,inverno,2022-07-13,soleggiato,32.05,estate,luglio
velluto,chiaro,corto,autunno_inverno,2022-09-02,soleggiato,24.95,autunno,settembre
raso,colorato,medio,inverno,2022-02-13,pioggia,9.0,inverno,febbraio
cotone,chiaro,medio,inverno,2022-11-14,neve,7.050000000000001,autunno,novembre
cotone,chiaro,medio,estate,2022-04-15,nuvoloso,9.45,primavera,aprile
tweed,colorato,medio,inverno,2022-08-17,pioggia,28.200000000000003,estate,agosto
tweed,colorato,lungo,autunno_inverno,2022-01-06,neve,2.05,inverno,gennaio
raso,scuro,medio,inverno,2022-11-18,pioggia,3.35,autunno,novembre
cotone,colorato,corto,autunno,2022-03-14,nuvoloso,12.95,primavera,marzo
velluto,chiaro,corto,autunno_inverno,2022-06-29,pioggia,28.05,estate,giugno
lino,colorato,lungo,inverno,2022-06-11,soleggiato,25.0,estate,giugno
seta,scuro,lungo,estate,2022-08-16,pioggia,29.85,estate,agosto
velluto,chiaro,corto,inverno,2022-06-27,soleggiato,31.25,estate,giugno
cotone,colorato,corto,estate,2022-03-06,nuvoloso,1.35,primavera,marzo
seta,colorato,medio,autunno_inverno,2022-10-01,pioggia,24.5,autunno,ottobre
velluto,colorato,corto,autunno_inverno,2022-10-31,soleggiato,14.75,autunno,ottobre
lino,chiaro,lungo,primavera,2022-12-14,neve,-1.0,inverno,dicembre
velluto,scuro,medio,inverno,2022-01-30,soleggiato,5.8500000000000005,inverno,gennaio
cotone,colorato,corto,primavera,2022-05-16,pioggia,20.200000000000003,primavera,maggio
raso,colorato,lungo,inverno,2022-11-16,pioggia,14.65,autunno,novembre
raso,chiaro,corto,estate,2022-12-02,pioggia,4.8,inverno,dicembre
cotone,scuro,corto,estate,2022-10-24,pioggia,16.6,autunno,ottobre
raso,colorato,medio,primavera_estate,2022-02-15,neve,0.3,inverno,febbraio
raso,colorato,corto,autunno_inverno,2022-08-28,soleggiato,28.25,estate,agosto
cotone,chiaro,medio,autunno,2022-12-25,nuvoloso,13.45,inverno,dicembre
tweed,colorato,lungo,primavera_estate,2022-05-25,soleggiato,22.85,primavera,maggio
seta,colorato,corto,primavera_estate,2022-01-09,pioggia,-0.55,inverno,gennaio
velluto,scuro,lungo,autunno,2022-06-02,soleggiato,30.8,estate,giugno
lino,chiaro,medio,primavera,2022-06-23,pioggia,26.5,estate,giugno
cotone,colorato,lungo,inverno,2022-02-17,pioggia,4.25,inverno,febbraio
cotone,colorato,corto,primavera,2022-09-01,pioggia,21.65,autunno,settembre
velluto,chiaro,medio,primavera_estate,2022-10-31,soleggiato,17.2,autunno,ottobre
cotone,chiaro,medio,inverno,2022-05-13,nuvoloso,20.25,primavera,maggio
velluto,colorato,medio,inverno,2022-09-29,pioggia,18.9,autunno,settembre
lino,colorato,corto,primavera_estate,2022-10-20,soleggiato,19.8,autunno,ottobre
seta,colorato,medio,inverno,2022-11-24,soleggiato,6.75,autunno,novembre
tweed,scuro,medio,autunno,2022-08-01,soleggiato,30.5,estate,agosto
raso,chiaro,lungo,estate,2022-12-22,pioggia,12.05,inverno,dicembre
velluto,scuro,medio,primavera_estate,2022-07-31,pioggia,28.15,estate,luglio
seta,scuro,medio,autunno,2022-03-01,soleggiato,1.7,primavera,marzo
cotone,scuro,lungo,inverno,2022-01-29,soleggiato,1.9000000000000004,inverno,gennaio
poliestere,scuro,lungo,inverno,2022-07-08,pioggia,32.349999999999994,estate,luglio
cotone,scuro,medio,primavera_estate,2022-05-06,neve,11.6,primavera,maggio
cotone,scuro,corto,autunno,2022-01-20,nuvoloso,-7.2,inverno,gennaio
cotone,colorato,medio,inverno,2022-03-05,neve,-7.899999999999999,primavera,marzo
lino,chiaro,medio,autunno,2022-05-12,soleggiato,19.9,primavera,maggio
tweed,scuro,corto,estate,2022-09-11,soleggiato,23.35,autunno,settembre
poliestere,chiaro,medio,inverno,2022-01-30,soleggiato,5.0,inverno,gennaio
tweed,colorato,medio,autunno,2022-11-16,pioggia,16.7,autunno,novembre
seta,chiaro,corto,estate,2022-04-27,pioggia,9.35,primavera,aprile
raso,chiaro,corto,estate,2022-10-17,soleggiato,20.55,autunno,ottobre
cotone,chiaro,corto,primavera_estate,2022-05-06,pioggia,6.050000000000001,primavera,maggio
seta,chiaro,lungo,primavera_estate,2022-01-24,soleggiato,2.1,inverno,gennaio
cotone,colorato,medio,primavera_estate,2022-02-11,soleggiato,7.7,inverno,febbraio
poliestere,chiaro,corto,primavera,2022-08-21,pioggia,28.3,estate,agosto
seta,scuro,lungo,autunno_inverno,2022-11-23,pioggia,8.95,autunno,novembre
poliestere,colorato,lungo,autunno_inverno,2022-08-18,soleggiato,35.45,estate,agosto
poliestere,chiaro,lungo,primavera,2022-09-15,soleggiato,33.0,autunno,settembre
raso,chiaro,lungo,primavera_estate,2022-08-01,soleggiato,31.1,estate,agosto
lino,colorato,corto,primavera,2022-04-30,nuvoloso,19.15,primavera,aprile
lino,colorato,lungo,primavera_estate,2022-10-03,pioggia,15.25,autunno,ottobre
cotone,scuro,lungo,autunno_inverno,2022-01-02,soleggiato,6.050000000000001,inverno,gennaio
tweed,chiaro,medio,autunno,2022-05-18,pioggia,18.55,primavera,maggio
cotone,scuro,corto,primavera,2022-05-25,pioggia,25.05,primavera,maggio
cotone,chiaro,corto,primavera,2022-09-21,soleggiato,17.1,autunno,settembre
velluto,chiaro,medio,estate,2022-03-15,nuvoloso,7.05,primavera,marzo
velluto,colorato,corto,inverno,2022-12-08,pioggia,13.5,inverno,dicembre
poliestere,scuro,lungo,inverno,2022-01-29,pioggia,4.25,inverno,gennaio
tweed,scuro,lungo,primavera_estate,2022-07-09,soleggiato,22.35,estate,luglio
cotone,scuro,corto,autunno,2022-09-24,pioggia,12.7,autunno,settembre
tweed,chiaro,corto,inverno,2022-11-14,pioggia,18.0,autunno,novembre
cotone,scuro,corto,primavera_estate,2022-05-17,nuvoloso,20.7,primavera,maggio
cotone,chiaro,corto,primavera_estate,2022-12-06,nuvoloso,7.0,inverno,dicembre
raso,colorato,lungo,autunno_inverno,2022-04-03,nuvoloso,5.15,primavera,aprile
poliestere,colorato,lungo,primavera_estate,2022-11-21,nuvoloso,5.0,autunno,novembre
tweed,colorato,corto,primavera_estate,2022-08-26,pioggia,23.15,estate,agosto
velluto,chiaro,corto,primavera,2022-01-25,soleggiato,2.3,inverno,gennaio
velluto,colorato,lungo,primavera,2022-11-08,nuvoloso,16.4,autunno,novembre
tweed,scuro,lungo,inverno,2022-06-06,soleggiato,26.200000000000003,estate,giugno
cotone,chiaro,corto,autunno_inverno,2022-07-04,pioggia,30.200000000000003,estate,luglio
cotone,colorato,lungo,estate,2022-06-05,nuvoloso,28.6,estate,giugno
raso,chiaro,medio,autunno,2022-08-19,pioggia,25.05,estate,agosto
cotone,scuro,medio,autunno_inverno,2022-05-09,pioggia,17.2,primavera,maggio
poliestere,scuro,lungo,estate,2022-08-07,pioggia,33.95,estate,agosto
tweed,scuro,corto,estate,2022-06-02,soleggiato,27.7,estate,giugno
seta,chiaro,lungo,primavera_estate,2022-07-24,pioggia,27.85,estate,luglio
tweed,chiaro,medio,inverno,2022-03-11,neve,-3.95,primavera,marzo
cotone,colorato,corto,estate,2022-06-13,soleggiato,27.3,estate,giugno
cotone,chiaro,lungo,inverno,2022-11-30,nuvoloso,0.6500000000000004,autunno,novembre
cotone,chiaro,lungo,autunno_inverno,2022-10-09,pioggia,18.25,autunno,ottobre
tweed,chiaro,corto,primavera_estate,2022-01-26,soleggiato,2.8,inverno,gennaio
seta,colorato,lungo,estate,2022-09-14,soleggiato,26.0,autunno,settembre
velluto,scuro,corto,estate,2022-09-21,pioggia,3.9,autunno,settembre
velluto,chiaro,corto,primavera,2022-02-07,pioggia,0.7500000000000002,inverno,febbraio
tweed,chiaro,corto,primavera_estate,2022-02-11,nuvoloso,6.699999999999999,inverno,febbraio
lino,colorato,corto,estate,2022-10-28,soleggiato,17.3,autunno,ottobre
tweed,scuro,corto,primavera_estate,2022-03-09,soleggiato,2.7,primavera,marzo
seta,colorato,corto,primavera,2022-09-06,soleggiato,29.05,autunno,settembre
cotone,colorato,lungo,inverno,2022-01-13,soleggiato,3.5500000000000003,inverno,gennaio
seta,colorato,lungo,estate,2022-10-23,pioggia,15.85,autunno,ottobre
cotone,colorato,lungo,inverno,2022-03-29,pioggia,7.55,primavera,marzo
cotone,chiaro,lungo,autunno_inverno,2022-04-14,soleggiato,12.9,primavera,aprile
lino,scuro,medio,autunno_inverno,2022-09-28,pioggia,19.8,autunno,settembre
tweed,scuro,lungo,inverno,2022-03-26,soleggiato,7.3,primavera,marzo
velluto,colorato,medio,primavera,2022-05-29,pioggia,14.85,primavera,maggio
tweed,chiaro,corto,estate,2022-08-10,pioggia,30.1,estate,agosto
lino,scuro,corto,autunno,2022-01-12,neve,3.55,inverno,gennaio
cotone,chiaro,corto,primavera_estate,2022-07-25,pioggia,29.8,estate,luglio
cotone,chiaro,corto,primavera_estate,2022-09-19,soleggiato,6.15,autunno,settembre
lino,chiaro,corto,inverno,2022-12-07,pioggia,11.7,inverno,dicembre
lino,colorato,medio,inverno,2022-08-21,pioggia,28.85,estate,agosto
