time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-06-11,soleggiato,21,estate,giugno
2022-11-25,nuvoloso,-4,autunno,novembre
2022-10-05,soleggiato,19,autunno,ottobre
2022-08-30,pioggia,22,estate,agosto
2022-05-18,pioggia,23,primavera,maggio
2022-05-13,nuvoloso,19,primavera,maggio
2022-12-04,neve,0,inverno,dicembre
2022-01-14,soleggiato,5,inverno,gennaio
2022-02-13,soleggiato,2,inverno,febbraio
2022-10-27,soleggiato,20,autunno,ottobre
2022-09-14,pioggia,16,autunno,settembre
2022-01-16,soleggiato,2,inverno,gennaio
2022-11-11,nuvoloso,12,autunno,novembre
2022-03-14,soleggiato,3,primavera,marzo
2022-08-30,soleggiato,28,estate,agosto
2022-03-24,soleggiato,9,primavera,marzo
2022-08-09,pioggia,35,estate,agosto
2022-09-28,nuvoloso,14,autunno,settembre
2022-05-17,soleggiato,22,primavera,maggio
2022-07-24,soleggiato,33,estate,luglio
2022-11-17,pioggia,17,autunno,novembre
2022-06-09,soleggiato,26,estate,giugno
2022-02-01,pioggia,4,inverno,febbraio
2022-10-11,pioggia,14,autunno,ottobre
2022-08-27,pioggia,22,estate,agosto
2022-08-02,pioggia,17,estate,agosto
2022-06-20,soleggiato,25,estate,giugno
2022-01-20,nuvoloso,2,inverno,gennaio
2022-06-27,soleggiato,31,estate,giugno
2022-02-10,soleggiato,9,inverno,febbraio
2022-08-03,soleggiato,27,estate,agosto
2022-01-03,soleggiato,3,inverno,gennaio
2022-11-10,nuvoloso,17,autunno,novembre
2022-01-30,soleggiato,2,inverno,gennaio
2022-03-23,soleggiato,5,primavera,marzo
2022-08-22,pioggia,20,estate,agosto
2022-03-23,soleggiato,8,primavera,marzo
2022-08-27,pioggia,28,estate,agosto
2022-04-22,pioggia,11,primavera,aprile
2022-02-09,soleggiato,6,inverno,febbraio
2022-04-08,pioggia,13,primavera,aprile
2022-12-13,nuvoloso,0,inverno,dicembre
2022-08-21,pioggia,23,estate,agosto
2022-10-28,soleggiato,21,autunno,ottobre
2022-10-10,pioggia,21,autunno,ottobre
2022-06-23,pioggia,17,estate,giugno
2022-08-17,nuvoloso,32,estate,agosto
2022-12-12,soleggiato,0,inverno,dicembre
2022-01-05,pioggia,10,inverno,gennaio
2022-02-17,nuvoloso,7,inverno,febbraio
2022-02-23,soleggiato,6,inverno,febbraio
2022-03-18,pioggia,8,primavera,marzo
2022-08-03,pioggia,19,estate,agosto
2022-10-17,soleggiato,18,autunno,ottobre
2022-07-07,pioggia,27,estate,luglio
2022-01-25,pioggia,1,inverno,gennaio
2022-09-23,soleggiato,16,autunno,settembre
2022-02-12,soleggiato,-6,inverno,febbraio
2022-11-04,pioggia,21,autunno,novembre
2022-04-30,nuvoloso,19,primavera,aprile
2022-02-12,pioggia,4,inverno,febbraio
2022-03-29,nuvoloso,10,primavera,marzo
2022-02-02,neve,7,inverno,febbraio
2022-11-14,pioggia,18,autunno,novembre
2022-12-05,pioggia,13,inverno,dicembre
2022-05-03,pioggia,16,primavera,maggio
2022-11-11,soleggiato,5,autunno,novembre
2022-10-08,pioggia,11,autunno,ottobre
2022-09-06,soleggiato,29,autunno,settembre
2022-08-17,soleggiato,30,estate,agosto
2022-08-28,pioggia,25,estate,agosto
2022-04-20,neve,8,primavera,aprile
2022-08-06,pioggia,26,estate,agosto
2022-02-12,soleggiato,8,inverno,febbraio
2022-08-16,pioggia,24,estate,agosto
2022-05-26,soleggiato,26,primavera,maggio
2022-01-27,nuvoloso,0,inverno,gennaio
2022-11-02,soleggiato,14,autunno,novembre
2022-12-23,nuvoloso,5,inverno,dicembre
2022-08-05,pioggia,32,estate,agosto
2022-05-04,pioggia,5,primavera,maggio
2022-02-21,pioggia,9,inverno,febbraio
2022-09-14,pioggia,22,autunno,settembre
2022-05-11,soleggiato,20,primavera,maggio
2022-11-06,pioggia,7,autunno,novembre
2022-04-21,pioggia,16,primavera,aprile
2022-07-01,soleggiato,29,estate,luglio
2022-11-02,pioggia,8,autunno,novembre
2022-11-24,soleggiato,5,autunno,novembre
2022-02-27,neve,-4,inverno,febbraio
2022-08-28,pioggia,27,estate,agosto
2022-01-17,nuvoloso,1,inverno,gennaio
2022-07-09,soleggiato,26,estate,luglio
2022-05-28,pioggia,18,primavera,maggio
2022-10-04,pioggia,24,autunno,ottobre
2022-03-19,soleggiato,6,primavera,marzo
2022-12-07,nuvoloso,0,inverno,dicembre
2022-02-14,pioggia,1,inverno,febbraio
2022-01-29,soleggiato,5,inverno,gennaio
2022-11-16,neve,6,autunno,novembre
2022-07-10,soleggiato,26,estate,luglio
2022-01-24,neve,-4,inverno,gennaio
2022-10-18,nuvoloso,22,autunno,ottobre
2022-08-20,soleggiato,22,estate,agosto
2022-03-04,pioggia,7,primavera,marzo
2022-09-03,pioggia,21,autunno,settembre
2022-04-11,soleggiato,9,primavera,aprile
2022-04-08,pioggia,14,primavera,aprile
2022-01-06,pioggia,3,inverno,gennaio
2022-04-29,pioggia,5,primavera,aprile
2022-10-14,soleggiato,18,autunno,ottobre
2022-11-18,pioggia,10,autunno,novembre
2022-11-28,nuvoloso,9,autunno,novembre
2022-08-08,pioggia,26,estate,agosto
2022-08-11,soleggiato,26,estate,agosto
2022-04-27,soleggiato,21,primavera,aprile
2022-10-15,pioggia,10,autunno,ottobre
2022-12-21,pioggia,5,inverno,dicembre
2022-02-24,soleggiato,8,inverno,febbraio
2022-08-23,soleggiato,26,estate,agosto
2022-05-23,soleggiato,25,primavera,maggio
2022-11-06,pioggia,12,autunno,novembre
2022-09-29,pioggia,13,autunno,settembre
2022-07-26,soleggiato,34,estate,luglio
2022-11-02,pioggia,16,autunno,novembre
2022-09-05,soleggiato,28,autunno,settembre
2022-08-17,pioggia,30,estate,agosto
2022-04-08,soleggiato,9,primavera,aprile
2022-11-27,nuvoloso,2,autunno,novembre
2022-07-02,soleggiato,29,estate,luglio
2022-06-22,soleggiato,32,estate,giugno
2022-08-20,pioggia,26,estate,agosto
2022-09-28,neve,12,autunno,settembre
2022-07-03,soleggiato,31,estate,luglio
2022-07-01,soleggiato,30,estate,luglio
2022-12-08,nuvoloso,-6,inverno,dicembre
2022-12-15,neve,1,inverno,dicembre
2022-09-06,pioggia,27,autunno,settembre
2022-05-09,pioggia,19,primavera,maggio
2022-01-22,neve,-4,inverno,gennaio
2022-10-25,pioggia,19,autunno,ottobre
2022-05-30,soleggiato,24,primavera,maggio
2022-07-16,soleggiato,25,estate,luglio
2022-03-04,pioggia,5,primavera,marzo
2022-05-31,pioggia,23,primavera,maggio
2022-01-30,soleggiato,6,inverno,gennaio
2022-11-18,pioggia,11,autunno,novembre
2022-05-27,pioggia,15,primavera,maggio
2022-02-26,pioggia,3,inverno,febbraio
2022-08-12,pioggia,23,estate,agosto
2022-03-05,pioggia,4,primavera,marzo
2022-10-29,soleggiato,19,autunno,ottobre
2022-04-27,pioggia,16,primavera,aprile
2022-09-14,soleggiato,19,autunno,settembre
2022-01-05,neve,-4,inverno,gennaio
2022-01-19,nuvoloso,2,inverno,gennaio
2022-02-18,soleggiato,6,inverno,febbraio
2022-03-13,nuvoloso,5,primavera,marzo
2022-05-15,pioggia,25,primavera,maggio
2022-08-10,pioggia,30,estate,agosto
2022-01-15,soleggiato,2,inverno,gennaio
2022-11-03,pioggia,16,autunno,novembre
2022-07-09,soleggiato,24,estate,luglio
2022-03-07,neve,-7,primavera,marzo
2022-02-25,soleggiato,8,inverno,febbraio
2022-07-26,pioggia,27,estate,luglio
2022-09-13,pioggia,20,autunno,settembre
2022-01-29,soleggiato,2,inverno,gennaio
2022-04-24,pioggia,11,primavera,aprile
2022-04-09,pioggia,10,primavera,aprile
2022-04-17,pioggia,9,primavera,aprile
2022-06-20,soleggiato,30,estate,giugno
2022-01-08,soleggiato,-10,inverno,gennaio
2022-05-09,pioggia,19,primavera,maggio
2022-01-29,soleggiato,2,inverno,gennaio
2022-07-13,pioggia,19,estate,luglio
2022-03-03,soleggiato,5,primavera,marzo
2022-11-22,pioggia,4,autunno,novembre
2022-03-08,soleggiato,1,primavera,marzo
2022-08-04,soleggiato,28,estate,agosto
2022-08-06,pioggia,29,estate,agosto
2022-10-26,soleggiato,23,autunno,ottobre
2022-06-28,pioggia,22,estate,giugno
2022-03-15,neve,6,primavera,marzo
2022-03-26,soleggiato,10,primavera,marzo
2022-10-21,nuvoloso,21,autunno,ottobre
2022-08-16,pioggia,17,estate,agosto
2022-09-21,soleggiato,16,autunno,settembre
2022-05-16,pioggia,24,primavera,maggio
2022-04-14,soleggiato,14,primavera,aprile
2022-05-18,pioggia,23,primavera,maggio
2022-11-20,pioggia,15,autunno,novembre
2022-12-13,neve,-5,inverno,dicembre
2022-06-10,soleggiato,24,estate,giugno
2022-09-06,soleggiato,35,autunno,settembre
2022-12-18,nuvoloso,3,inverno,dicembre
2022-09-01,nuvoloso,24,autunno,settembre
2022-01-22,soleggiato,3,inverno,gennaio
2022-11-12,nuvoloso,10,autunno,novembre
2022-04-30,soleggiato,10,primavera,aprile
2022-05-31,nuvoloso,26,primavera,maggio
2022-02-19,nuvoloso,12,inverno,febbraio
2022-10-29,soleggiato,17,autunno,ottobre
2022-06-05,soleggiato,29,estate,giugno
2022-04-13,nuvoloso,5,primavera,aprile
2022-03-21,pioggia,4,primavera,marzo
2022-09-18,soleggiato,16,autunno,settembre
2022-03-23,soleggiato,8,primavera,marzo
2022-04-16,pioggia,16,primavera,aprile
2022-10-14,pioggia,9,autunno,ottobre
2022-02-27,neve,3,inverno,febbraio
2022-07-19,soleggiato,27,estate,luglio
2022-10-26,soleggiato,20,autunno,ottobre
2022-08-02,soleggiato,32,estate,agosto
2022-04-02,pioggia,4,primavera,aprile
2022-09-13,soleggiato,25,autunno,settembre
2022-10-24,pioggia,20,autunno,ottobre
2022-07-10,soleggiato,26,estate,luglio
2022-06-06,pioggia,25,estate,giugno
2022-12-01,pioggia,8,inverno,dicembre
2022-12-22,nuvoloso,4,inverno,dicembre
2022-11-09,nuvoloso,14,autunno,novembre
2022-07-09,soleggiato,25,estate,luglio
2022-09-24,pioggia,15,autunno,settembre
2022-01-17,soleggiato,2,inverno,gennaio
2022-11-16,pioggia,10,autunno,novembre
2022-09-27,pioggia,11,autunno,settembre
2022-09-09,pioggia,24,autunno,settembre
2022-04-17,soleggiato,9,primavera,aprile
2022-09-02,soleggiato,25,autunno,settembre
2022-11-11,soleggiato,15,autunno,novembre
2022-10-29,soleggiato,18,autunno,ottobre
2022-10-08,soleggiato,20,autunno,ottobre
2022-03-04,nuvoloso,1,primavera,marzo
2022-05-21,soleggiato,26,primavera,maggio
2022-06-09,pioggia,22,estate,giugno
2022-12-01,soleggiato,7,inverno,dicembre
2022-07-15,soleggiato,31,estate,luglio
2022-03-12,neve,1,primavera,marzo
2022-11-27,soleggiato,6,autunno,novembre
2022-01-04,pioggia,5,inverno,gennaio
2022-10-07,soleggiato,11,autunno,ottobre
2022-10-16,nuvoloso,21,autunno,ottobre
2022-06-16,pioggia,21,estate,giugno
2022-03-14,nuvoloso,13,primavera,marzo
2022-06-15,soleggiato,30,estate,giugno
2022-02-20,pioggia,9,inverno,febbraio
2022-10-06,pioggia,18,autunno,ottobre
2022-05-14,nuvoloso,19,primavera,maggio
2022-08-04,soleggiato,35,estate,agosto
2022-01-12,soleggiato,3,inverno,gennaio
2022-05-21,soleggiato,22,primavera,maggio
2022-01-07,nuvoloso,7,inverno,gennaio
2022-05-10,soleggiato,20,primavera,maggio
2022-10-10,pioggia,22,autunno,ottobre
2022-01-11,soleggiato,1,inverno,gennaio
2022-02-21,pioggia,8,inverno,febbraio
2022-12-15,pioggia,-1,inverno,dicembre
2022-08-17,soleggiato,35,estate,agosto
2022-09-10,pioggia,22,autunno,settembre
2022-04-11,soleggiato,10,primavera,aprile
2022-06-01,soleggiato,21,estate,giugno
2022-03-27,soleggiato,10,primavera,marzo
2022-02-18,nuvoloso,6,inverno,febbraio
2022-03-04,pioggia,6,primavera,marzo
2022-02-22,soleggiato,6,inverno,febbraio
2022-05-11,pioggia,20,primavera,maggio
2022-11-17,pioggia,14,autunno,novembre
2022-04-18,soleggiato,10,primavera,aprile
2022-07-21,pioggia,20,estate,luglio
2022-04-09,pioggia,10,primavera,aprile
2022-08-06,pioggia,31,estate,agosto
2022-04-01,pioggia,8,primavera,aprile
2022-02-24,soleggiato,8,inverno,febbraio
2022-12-21,nuvoloso,11,inverno,dicembre
2022-08-09,pioggia,30,estate,agosto
2022-11-26,pioggia,9,autunno,novembre
2022-04-13,soleggiato,13,primavera,aprile
2022-12-12,neve,-12,inverno,dicembre
2022-07-29,pioggia,22,estate,luglio
2022-03-14,soleggiato,-2,primavera,marzo
2022-04-05,soleggiato,10,primavera,aprile
2022-01-04,neve,-2,inverno,gennaio
2022-07-28,soleggiato,26,estate,luglio
2022-01-07,soleggiato,6,inverno,gennaio
2022-02-20,soleggiato,5,inverno,febbraio
2022-04-09,pioggia,10,primavera,aprile
2022-07-22,pioggia,28,estate,luglio
2022-10-13,pioggia,18,autunno,ottobre
2022-09-22,soleggiato,10,autunno,settembre
2022-09-28,pioggia,24,autunno,settembre
2022-07-06,pioggia,28,estate,luglio
2022-01-21,pioggia,5,inverno,gennaio
2022-09-19,soleggiato,19,autunno,settembre
2022-06-02,soleggiato,27,estate,giugno
2022-04-10,soleggiato,11,primavera,aprile
2022-10-11,soleggiato,17,autunno,ottobre
2022-06-27,nuvoloso,28,estate,giugno
2022-10-03,pioggia,22,autunno,ottobre
2022-07-17,soleggiato,30,estate,luglio
2022-07-18,pioggia,28,estate,luglio
2022-10-20,soleggiato,20,autunno,ottobre
2022-06-11,soleggiato,23,estate,giugno
2022-05-11,soleggiato,21,primavera,maggio
2022-07-16,soleggiato,29,estate,luglio
2022-11-25,pioggia,8,autunno,novembre
2022-03-18,nuvoloso,6,primavera,marzo
2022-07-07,pioggia,26,estate,luglio
2022-09-03,pioggia,27,autunno,settembre
2022-02-06,pioggia,9,inverno,febbraio
2022-05-03,soleggiato,18,primavera,maggio
2022-12-20,pioggia,4,inverno,dicembre
2022-01-07,soleggiato,1,inverno,gennaio
2022-12-11,pioggia,9,inverno,dicembre
2022-01-10,soleggiato,1,inverno,gennaio
2022-05-30,nuvoloso,19,primavera,maggio
2022-12-18,soleggiato,5,inverno,dicembre
2022-05-15,nuvoloso,19,primavera,maggio
2022-08-18,pioggia,24,estate,agosto
2022-02-25,soleggiato,6,inverno,febbraio
2022-05-17,soleggiato,25,primavera,maggio
2022-01-02,soleggiato,-2,inverno,gennaio
2022-09-10,pioggia,22,autunno,settembre
2022-04-24,pioggia,11,primavera,aprile
2022-04-25,pioggia,12,primavera,aprile
2022-03-09,soleggiato,3,primavera,marzo
2022-01-25,nuvoloso,2,inverno,gennaio
2022-12-14,pioggia,19,inverno,dicembre
2022-05-08,pioggia,16,primavera,maggio
2022-05-17,nuvoloso,22,primavera,maggio
2022-11-15,pioggia,8,autunno,novembre
2022-01-22,soleggiato,0,inverno,gennaio
2022-10-04,soleggiato,18,autunno,ottobre
2022-08-10,soleggiato,28,estate,agosto
2022-03-26,soleggiato,7,primavera,marzo
2022-07-27,pioggia,31,estate,luglio
2022-04-01,pioggia,8,primavera,aprile
2022-07-24,soleggiato,35,estate,luglio
2022-03-27,soleggiato,3,primavera,marzo
2022-04-07,pioggia,14,primavera,aprile
2022-09-17,pioggia,18,autunno,settembre
2022-03-13,soleggiato,-1,primavera,marzo
2022-08-18,soleggiato,32,estate,agosto
2022-03-01,neve,1,primavera,marzo
2022-12-07,nuvoloso,15,inverno,dicembre
2022-09-15,pioggia,21,autunno,settembre
2022-02-15,pioggia,10,inverno,febbraio
2022-09-14,soleggiato,25,autunno,settembre
2022-04-20,pioggia,14,primavera,aprile
2022-04-22,pioggia,11,primavera,aprile
2022-05-16,soleggiato,23,primavera,maggio
2022-09-21,soleggiato,15,autunno,settembre
2022-12-15,pioggia,10,inverno,dicembre
2022-02-03,nuvoloso,-3,inverno,febbraio
2022-10-07,soleggiato,18,autunno,ottobre
2022-09-16,pioggia,20,autunno,settembre
2022-02-09,soleggiato,7,inverno,febbraio
2022-11-25,pioggia,6,autunno,novembre
2022-01-18,soleggiato,1,inverno,gennaio
2022-08-21,pioggia,29,estate,agosto
2022-02-27,neve,2,inverno,febbraio
2022-01-03,pioggia,9,inverno,gennaio
2022-05-19,soleggiato,19,primavera,maggio
2022-08-05,soleggiato,32,estate,agosto
2022-04-07,pioggia,8,primavera,aprile
2022-09-27,pioggia,19,autunno,settembre
2022-09-28,pioggia,5,autunno,settembre
2022-07-23,soleggiato,35,estate,luglio
2022-07-11,soleggiato,24,estate,luglio
2022-09-18,soleggiato,15,autunno,settembre
2022-02-17,soleggiato,5,inverno,febbraio
2022-12-09,neve,2,inverno,dicembre
2022-11-15,neve,8,autunno,novembre
2022-03-23,soleggiato,2,primavera,marzo
2022-07-27,pioggia,27,estate,luglio
2022-12-23,nuvoloso,6,inverno,dicembre
2022-04-12,soleggiato,2,primavera,aprile
2022-06-24,pioggia,28,estate,giugno
2022-01-27,soleggiato,0,inverno,gennaio
2022-02-15,pioggia,3,inverno,febbraio
2022-09-22,soleggiato,13,autunno,settembre
2022-08-20,soleggiato,27,estate,agosto
2022-03-09,soleggiato,-6,primavera,marzo
2022-02-13,pioggia,9,inverno,febbraio
2022-10-22,pioggia,19,autunno,ottobre
2022-10-09,pioggia,19,autunno,ottobre
2022-08-05,pioggia,27,estate,agosto
2022-03-07,neve,4,primavera,marzo
2022-05-05,pioggia,16,primavera,maggio
2022-05-16,pioggia,20,primavera,maggio
2022-02-11,soleggiato,6,inverno,febbraio
2022-05-15,nuvoloso,19,primavera,maggio
2022-08-18,soleggiato,33,estate,agosto
2022-01-04,pioggia,12,inverno,gennaio
2022-01-02,soleggiato,3,inverno,gennaio
2022-12-12,soleggiato,-1,inverno,dicembre
2022-02-28,pioggia,5,inverno,febbraio
2022-05-09,soleggiato,19,primavera,maggio
2022-01-02,nuvoloso,12,inverno,gennaio
2022-02-16,pioggia,5,inverno,febbraio
2022-04-05,soleggiato,7,primavera,aprile
2022-09-02,soleggiato,23,autunno,settembre
2022-11-02,pioggia,15,autunno,novembre
2022-06-17,pioggia,26,estate,giugno
2022-04-10,neve,2,primavera,aprile
2022-06-20,soleggiato,29,estate,giugno
2022-10-21,pioggia,17,autunno,ottobre
2022-04-05,pioggia,10,primavera,aprile
2022-12-09,pioggia,13,inverno,dicembre
2022-08-15,pioggia,21,estate,agosto
2022-03-18,pioggia,8,primavera,marzo
2022-11-17,pioggia,21,autunno,novembre
2022-12-04,pioggia,16,inverno,dicembre
2022-09-06,soleggiato,28,autunno,settembre
2022-11-17,pioggia,9,autunno,novembre
2022-03-15,soleggiato,8,primavera,marzo
2022-12-21,pioggia,0,inverno,dicembre
2022-03-27,nuvoloso,15,primavera,marzo
2022-09-19,soleggiato,6,autunno,settembre
2022-03-10,soleggiato,5,primavera,marzo
2022-06-10,soleggiato,13,estate,giugno
2022-06-02,soleggiato,23,estate,giugno
2022-12-05,pioggia,5,inverno,dicembre
2022-02-22,soleggiato,-2,inverno,febbraio
2022-11-12,nuvoloso,9,autunno,novembre
2022-06-09,pioggia,16,estate,giugno
2022-09-11,pioggia,26,autunno,settembre
2022-09-09,pioggia,25,autunno,settembre
2022-01-17,soleggiato,5,inverno,gennaio
2022-02-14,pioggia,10,inverno,febbraio
2022-11-01,nuvoloso,15,autunno,novembre
2022-02-21,pioggia,8,inverno,febbraio
2022-02-02,soleggiato,5,inverno,febbraio
2022-11-07,soleggiato,12,autunno,novembre
2022-02-15,pioggia,8,inverno,febbraio
2022-09-05,soleggiato,27,autunno,settembre
2022-02-13,pioggia,8,inverno,febbraio
2022-10-01,pioggia,20,autunno,ottobre
2022-06-27,soleggiato,27,estate,giugno
2022-07-29,soleggiato,36,estate,luglio
2022-12-07,soleggiato,4,inverno,dicembre
2022-08-26,pioggia,28,estate,agosto
2022-04-16,soleggiato,18,primavera,aprile
2022-09-08,soleggiato,35,autunno,settembre
2022-05-14,pioggia,20,primavera,maggio
2022-11-25,pioggia,12,autunno,novembre
2022-01-04,nuvoloso,6,inverno,gennaio
2022-10-19,soleggiato,18,autunno,ottobre
2022-05-19,soleggiato,23,primavera,maggio
2022-03-24,soleggiato,10,primavera,marzo
2022-09-22,soleggiato,16,autunno,settembre
2022-03-20,soleggiato,6,primavera,marzo
2022-01-20,pioggia,2,inverno,gennaio
2022-08-01,soleggiato,29,estate,agosto
2022-05-21,soleggiato,21,primavera,maggio
2022-03-22,soleggiato,6,primavera,marzo
2022-01-16,soleggiato,11,inverno,gennaio
2022-08-01,soleggiato,28,estate,agosto
2022-07-17,pioggia,31,estate,luglio
2022-07-02,soleggiato,35,estate,luglio
2022-01-15,soleggiato,2,inverno,gennaio
2022-07-05,pioggia,29,estate,luglio
2022-05-20,soleggiato,12,primavera,maggio
2022-07-08,pioggia,26,estate,luglio
2022-12-10,pioggia,14,inverno,dicembre
2022-08-20,pioggia,23,estate,agosto
2022-11-03,soleggiato,17,autunno,novembre
2022-06-19,soleggiato,25,estate,giugno
2022-06-09,pioggia,22,estate,giugno
2022-10-09,pioggia,15,autunno,ottobre
2022-11-14,neve,7,autunno,novembre
2022-03-19,pioggia,13,primavera,marzo
2022-02-07,pioggia,6,inverno,febbraio
2022-12-14,pioggia,3,inverno,dicembre
2022-09-05,pioggia,23,autunno,settembre
2022-12-16,neve,-1,inverno,dicembre
2022-03-09,soleggiato,6,primavera,marzo
2022-03-10,soleggiato,3,primavera,marzo
2022-02-15,pioggia,7,inverno,febbraio
2022-05-08,pioggia,18,primavera,maggio
2022-03-11,soleggiato,-2,primavera,marzo
2022-03-02,pioggia,6,primavera,marzo
2022-07-15,soleggiato,30,estate,luglio
2022-08-19,pioggia,24,estate,agosto
2022-08-31,pioggia,27,estate,agosto
2022-11-02,soleggiato,19,autunno,novembre
2022-12-13,pioggia,3,inverno,dicembre
2022-02-16,neve,3,inverno,febbraio
2022-12-03,pioggia,7,inverno,dicembre
2022-08-15,pioggia,27,estate,agosto
2022-07-21,soleggiato,31,estate,luglio
2022-02-24,soleggiato,9,inverno,febbraio
2022-01-20,pioggia,7,inverno,gennaio
2022-03-08,neve,-7,primavera,marzo
2022-05-12,soleggiato,22,primavera,maggio
2022-07-24,soleggiato,32,estate,luglio
2022-08-09,soleggiato,28,estate,agosto
2022-02-25,soleggiato,10,inverno,febbraio
2022-04-18,soleggiato,11,primavera,aprile
2022-11-23,neve,-4,autunno,novembre
2022-10-17,soleggiato,19,autunno,ottobre
2022-09-22,soleggiato,17,autunno,settembre
2022-05-16,soleggiato,24,primavera,maggio
2022-07-20,soleggiato,32,estate,luglio
2022-08-26,soleggiato,30,estate,agosto
2022-01-02,pioggia,6,inverno,gennaio
2022-07-14,soleggiato,24,estate,luglio
2022-11-18,pioggia,22,autunno,novembre
2022-12-17,pioggia,13,inverno,dicembre
2022-01-22,soleggiato,3,inverno,gennaio
2022-02-10,soleggiato,7,inverno,febbraio
2022-04-12,soleggiato,11,primavera,aprile
2022-02-08,soleggiato,4,inverno,febbraio
2022-02-16,pioggia,6,inverno,febbraio
2022-12-04,pioggia,8,inverno,dicembre
2022-05-09,pioggia,17,primavera,maggio
2022-12-21,pioggia,3,inverno,dicembre
2022-02-27,soleggiato,4,inverno,febbraio
2022-09-29,pioggia,24,autunno,settembre
2022-03-21,soleggiato,6,primavera,marzo
2022-12-01,pioggia,8,inverno,dicembre
2022-04-12,soleggiato,11,primavera,aprile
2022-03-28,soleggiato,12,primavera,marzo
2022-11-08,pioggia,12,autunno,novembre
2022-07-25,soleggiato,33,estate,luglio
2022-05-02,pioggia,14,primavera,maggio
2022-09-19,soleggiato,17,autunno,settembre
2022-09-25,nuvoloso,24,autunno,settembre
2022-04-02,neve,-1,primavera,aprile
2022-05-28,pioggia,22,primavera,maggio
2022-04-07,nuvoloso,12,primavera,aprile
2022-02-11,soleggiato,-3,inverno,febbraio
2022-06-29,pioggia,29,estate,giugno
2022-12-09,neve,-5,inverno,dicembre
2022-10-28,soleggiato,22,autunno,ottobre
2022-03-12,soleggiato,1,primavera,marzo
2022-08-17,pioggia,22,estate,agosto
2022-06-18,soleggiato,23,estate,giugno
